格网左下角经度（度）,格网右上角纬度（度）,格网相对Y坐标,格网相对X坐标,格网ID（唯一）,格网左下角纬度（度）,格网右上角经度（度）,格网编码,grid_id,lon,lat,station_id,spatial_type,coordinate_role,crs,source,quality_flag
114.4633,22.85,44,73,4121,22.84,114.4733,"73,44",4121,114.4683,22.845,SZ_GRID_4121,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7533,22.69,28,2,2578,22.68,113.7633,"2,28",2578,113.75829999999999,22.685000000000002,SZ_GRID_2578,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4833,22.85,44,75,4123,22.84,114.4933,"75,44",4123,114.48830000000001,22.845,SZ_GRID_4123,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7833,22.69,28,5,2581,22.68,113.7933,"5,28",2581,113.78829999999999,22.685000000000002,SZ_GRID_2581,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5733,22.85,44,84,4132,22.84,114.5833,"84,44",4132,114.5783,22.845,SZ_GRID_4132,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8533,22.69,28,12,2588,22.68,113.8633,"12,28",2588,113.8583,22.685000000000002,SZ_GRID_2588,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6133,22.85,44,88,4136,22.84,114.6233,"88,44",4136,114.6183,22.845,SZ_GRID_4136,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4033,22.7,29,67,2735,22.69,114.4133,"67,29",2735,114.4083,22.695,SZ_GRID_2735,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6333,22.85,44,90,4138,22.84,114.6433,"90,44",4138,114.6383,22.845,SZ_GRID_4138,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4233,22.7,29,69,2737,22.69,114.4333,"69,29",2737,114.42830000000001,22.695,SZ_GRID_2737,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6433,22.85,44,91,4139,22.84,114.6533,"91,44",4139,114.6483,22.845,SZ_GRID_4139,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6333,22.43,2,90,274,22.42,114.6433,"90,2",274,114.6383,22.425,SZ_GRID_274,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1933,22.45,4,46,414,22.44,114.2033,"46,4",414,114.19829999999999,22.445,SZ_GRID_414,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4833,22.7,29,75,2743,22.69,114.4933,"75,29",2743,114.48830000000001,22.695,SZ_GRID_2743,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9633,22.5,9,23,851,22.49,113.9733,"23,9",851,113.9683,22.494999999999997,SZ_GRID_851,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5033,22.7,29,77,2745,22.69,114.5133,"77,29",2745,114.50829999999999,22.695,SZ_GRID_2745,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0033,22.5,9,27,855,22.49,114.0133,"27,9",855,114.00829999999999,22.494999999999997,SZ_GRID_855,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5133,22.7,29,78,2746,22.69,114.5233,"78,29",2746,114.51830000000001,22.695,SZ_GRID_2746,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0333,22.5,9,30,858,22.49,114.0433,"30,9",858,114.03829999999999,22.494999999999997,SZ_GRID_858,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5433,22.7,29,81,2749,22.69,114.5533,"81,29",2749,114.5483,22.695,SZ_GRID_2749,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5933,22.41,0,86,86,22.4,114.6033,"86,0",86,114.5983,22.405,SZ_GRID_86,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6433,22.43,2,91,275,22.42,114.6533,"91,2",275,114.6483,22.425,SZ_GRID_275,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0533,22.5,9,32,860,22.49,114.0633,"32,9",860,114.0583,22.494999999999997,SZ_GRID_860,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5933,22.7,29,86,2754,22.69,114.6033,"86,29",2754,114.5983,22.695,SZ_GRID_2754,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0733,22.5,9,34,862,22.49,114.0833,"34,9",862,114.0783,22.494999999999997,SZ_GRID_862,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6033,22.7,29,87,2755,22.69,114.6133,"87,29",2755,114.6083,22.695,SZ_GRID_2755,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1233,22.5,9,39,867,22.49,114.1333,"39,9",867,114.1283,22.494999999999997,SZ_GRID_867,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6133,22.7,29,88,2756,22.69,114.6233,"88,29",2756,114.6183,22.695,SZ_GRID_2756,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1633,22.5,9,43,871,22.49,114.1733,"43,9",871,114.1683,22.494999999999997,SZ_GRID_871,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7533,22.71,30,2,2762,22.7,113.7633,"2,30",2762,113.75829999999999,22.705,SZ_GRID_2762,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1733,22.5,9,44,872,22.49,114.1833,"44,9",872,114.17830000000001,22.494999999999997,SZ_GRID_872,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7833,22.71,30,5,2765,22.7,113.7933,"5,30",2765,113.78829999999999,22.705,SZ_GRID_2765,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1933,22.5,9,46,874,22.49,114.2033,"46,9",874,114.19829999999999,22.494999999999997,SZ_GRID_874,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7933,22.71,30,6,2766,22.7,113.8033,"6,30",2766,113.7983,22.705,SZ_GRID_2766,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2033,22.5,9,47,875,22.49,114.2133,"47,9",875,114.20830000000001,22.494999999999997,SZ_GRID_875,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8133,22.71,30,8,2768,22.7,113.8233,"8,30",2768,113.8183,22.705,SZ_GRID_2768,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2333,22.5,9,50,878,22.49,114.2433,"50,9",878,114.23830000000001,22.494999999999997,SZ_GRID_878,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8433,22.71,30,11,2771,22.7,113.8533,"11,30",2771,113.8483,22.705,SZ_GRID_2771,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2733,22.5,9,54,882,22.49,114.2833,"54,9",882,114.2783,22.494999999999997,SZ_GRID_882,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8533,22.71,30,12,2772,22.7,113.8633,"12,30",2772,113.8583,22.705,SZ_GRID_2772,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3233,22.5,9,59,887,22.49,114.3333,"59,9",887,114.3283,22.494999999999997,SZ_GRID_887,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8733,22.71,30,14,2774,22.7,113.8833,"14,30",2774,113.8783,22.705,SZ_GRID_2774,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3333,22.5,9,60,888,22.49,114.3433,"60,9",888,114.3383,22.494999999999997,SZ_GRID_888,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8933,22.71,30,16,2776,22.7,113.9033,"16,30",2776,113.8983,22.705,SZ_GRID_2776,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3533,22.5,9,62,890,22.49,114.3633,"62,9",890,114.3583,22.494999999999997,SZ_GRID_890,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9033,22.71,30,17,2777,22.7,113.9133,"17,30",2777,113.9083,22.705,SZ_GRID_2777,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3933,22.5,9,66,894,22.49,114.4033,"66,9",894,114.3983,22.494999999999997,SZ_GRID_894,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.9233,22.71,30,19,2779,22.7,113.9333,"19,30",2779,113.92830000000001,22.705,SZ_GRID_2779,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4033,22.5,9,67,895,22.49,114.4133,"67,9",895,114.4083,22.494999999999997,SZ_GRID_895,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0133,22.71,30,28,2788,22.7,114.0233,"28,30",2788,114.01830000000001,22.705,SZ_GRID_2788,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4233,22.5,9,69,897,22.49,114.4333,"69,9",897,114.42830000000001,22.494999999999997,SZ_GRID_897,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0833,22.71,30,35,2795,22.7,114.0933,"35,30",2795,114.0883,22.705,SZ_GRID_2795,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4333,22.5,9,70,898,22.49,114.4433,"70,9",898,114.4383,22.494999999999997,SZ_GRID_898,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.0133,22.41,0,28,28,22.4,114.0233,"28,0",28,114.01830000000001,22.405,SZ_GRID_28,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4433,22.5,9,71,899,22.49,114.4533,"71,9",899,114.44829999999999,22.494999999999997,SZ_GRID_899,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1633,22.71,30,43,2803,22.7,114.1733,"43,30",2803,114.1683,22.705,SZ_GRID_2803,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6333,22.41,0,90,90,22.4,114.6433,"90,0",90,114.6383,22.405,SZ_GRID_90,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2033,22.71,30,47,2807,22.7,114.2133,"47,30",2807,114.20830000000001,22.705,SZ_GRID_2807,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4733,22.5,9,74,902,22.49,114.4833,"74,9",902,114.47829999999999,22.494999999999997,SZ_GRID_902,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2233,22.71,30,49,2809,22.7,114.2333,"49,30",2809,114.22829999999999,22.705,SZ_GRID_2809,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4933,22.5,9,76,904,22.49,114.5033,"76,9",904,114.4983,22.494999999999997,SZ_GRID_904,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7833,22.44,3,5,281,22.43,113.7933,"5,3",281,113.78829999999999,22.435000000000002,SZ_GRID_281,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5133,22.5,9,78,906,22.49,114.5233,"78,9",906,114.51830000000001,22.494999999999997,SZ_GRID_906,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2433,22.71,30,51,2811,22.7,114.2533,"51,30",2811,114.2483,22.705,SZ_GRID_2811,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5733,22.5,9,84,912,22.49,114.5833,"84,9",912,114.5783,22.494999999999997,SZ_GRID_912,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3233,22.71,30,59,2819,22.7,114.3333,"59,30",2819,114.3283,22.705,SZ_GRID_2819,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5833,22.5,9,85,913,22.49,114.5933,"85,9",913,114.5883,22.494999999999997,SZ_GRID_913,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7933,22.44,3,6,282,22.43,113.8033,"6,3",282,113.7983,22.435000000000002,SZ_GRID_282,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7333,22.51,10,0,920,22.5,113.7433,"0,10",920,113.73830000000001,22.505000000000003,SZ_GRID_920,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3833,22.71,30,65,2825,22.7,114.3933,"65,30",2825,114.3883,22.705,SZ_GRID_2825,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.7433,22.51,10,1,921,22.5,113.7533,"1,10",921,113.7483,22.505000000000003,SZ_GRID_921,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4033,22.71,30,67,2827,22.7,114.4133,"67,30",2827,114.4083,22.705,SZ_GRID_2827,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1433,22.47,6,41,593,22.46,114.1533,"41,6",593,114.1483,22.465,SZ_GRID_593,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
113.8033,22.44,3,7,283,22.43,113.8133,"7,3",283,113.8083,22.435000000000002,SZ_GRID_283,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1533,22.47,6,42,594,22.46,114.1633,"42,6",594,114.1583,22.465,SZ_GRID_594,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4333,22.71,30,70,2830,22.7,114.4433,"70,30",2830,114.4383,22.705,SZ_GRID_2830,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1933,22.47,6,46,598,22.46,114.2033,"46,6",598,114.19829999999999,22.465,SZ_GRID_598,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4433,22.71,30,71,2831,22.7,114.4533,"71,30",2831,114.44829999999999,22.705,SZ_GRID_2831,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2233,22.47,6,49,601,22.46,114.2333,"49,6",601,114.22829999999999,22.465,SZ_GRID_601,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4533,22.71,30,72,2832,22.7,114.4633,"72,30",2832,114.45830000000001,22.705,SZ_GRID_2832,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.6333,22.86,45,90,4230,22.85,114.6433,"90,45",4230,114.6383,22.855,SZ_GRID_4230,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4633,22.71,30,73,2833,22.7,114.4733,"73,30",2833,114.4683,22.705,SZ_GRID_2833,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.2933,22.45,4,56,424,22.44,114.3033,"56,4",424,114.2983,22.445,SZ_GRID_424,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4733,22.71,30,74,2834,22.7,114.4833,"74,30",2834,114.47829999999999,22.705,SZ_GRID_2834,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3433,22.45,4,61,429,22.44,114.3533,"61,4",429,114.3483,22.445,SZ_GRID_429,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4933,22.71,30,76,2836,22.7,114.5033,"76,30",2836,114.4983,22.705,SZ_GRID_2836,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.1633,22.41,0,43,43,22.4,114.1733,"43,0",43,114.1683,22.405,SZ_GRID_43,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4133,22.45,4,68,436,22.44,114.4233,"68,4",436,114.4183,22.445,SZ_GRID_436,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.3933,22.45,4,66,434,22.44,114.4033,"66,4",434,114.3983,22.445,SZ_GRID_434,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5033,22.71,30,77,2837,22.7,114.5133,"77,30",2837,114.50829999999999,22.705,SZ_GRID_2837,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4033,22.45,4,67,435,22.44,114.4133,"67,4",435,114.4083,22.445,SZ_GRID_435,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5333,22.71,30,80,2840,22.7,114.5433,"80,30",2840,114.53829999999999,22.705,SZ_GRID_2840,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4233,22.45,4,69,437,22.44,114.4333,"69,4",437,114.42830000000001,22.445,SZ_GRID_437,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5433,22.71,30,81,2841,22.7,114.5533,"81,30",2841,114.5483,22.705,SZ_GRID_2841,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4533,22.45,4,72,440,22.44,114.4633,"72,4",440,114.45830000000001,22.445,SZ_GRID_440,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.5633,22.71,30,83,2843,22.7,114.5733,"83,30",2843,114.5683,22.705,SZ_GRID_2843,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
114.4733,22.45,4,74,442,22.44,114.4833,"74,4",442,114.47829999999999,22.445,SZ_GRID_442,interpolated_observation_grid,grid_center_not_station,EPSG:4326,Shenzhen Meteorological Bureau / interpolated observation grid,interpolated_observation_grid
