scenario_family,seed,decision_step,timestamp,condition_id,delay_min,missing_rate,noise_sigma,observation_seed,observation_digest,eligible_records,available_records,mapped_edge_coverage_mean
moving_center,8103,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,2080065723,90a40613ec42c54acc0998de282fcdb4730105f91eb8e2faf67bd64b20bb4af0,160,81,0.09898367251849273
moving_center,8103,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,3457734740,15e9921481707860b9378e2bd35570b06a820b488fd1ea02b736927d62903dd0,249,11,0.025224319166305745
moving_center,8103,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,882683289,58abeca554438f48d80f8848e0eff9e601487fe6bffc2a68c779c614a7fe7150,160,131,0.11319522948969918
moving_center,8103,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,1689190813,7c07773ace77ed57c8c1d22e878cfb680c6f6697daea6a3afa30c0ff5919a4fe,304,160,0.11844642266625083
moving_center,8103,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,1023806839,25d2ca6dc270af2cfa14a77e581028ee4accd78b220db78f91d2ee05d3fb9ddd,159,8,0.020426362427804774
moving_center,8103,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,3242420911,0539c7f942cf3263432fa91bc535033e79b305e94b04766de55cadedab7ad4c9,241,241,0.11844642266625083
moving_center,8103,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,4139827698,767039aa88c24c29213e1f5ca4696d9277b980655aedef384e12e074b7574c99,592,592,0.11844642266625083
moving_center,8103,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,1384673087,43335a3300f6ff08bd97ccf37f6350041486e5b39f849fb6c13648ee7de7a5ba,459,423,0.11844642266625083
moving_center,8103,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,2323087086,d971254858d2597c5411659318a77c92f1b57a42b2de5b67b0da8fb800ca3fc3,287,221,0.11844642266625083
moving_center,8103,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,1648567583,14997bfcdb355d0a821733d271c411863052ec2a55b6979a2143f5fe0b126838,469,240,0.11844642266625083
moving_center,8103,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,2362667604,4d1c663c784b36e2253008a1f7ce1d1efc2cc0ea7adb0f0e7cec5c739e24f4bf,297,276,0.11844642266625083
moving_center,8103,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,3922837147,0da2432230f1ecdb2b61c3eaff9582892be32b7ad9073a04703894ea9f480342,592,448,0.11844642266625083
moving_center,8103,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,216894027,63432f1106cb5caeeac85a9473d5be188c144dbe24ffa4541b2d8e2ce0067de4,294,156,0.11844642266625083
moving_center,8103,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,3950789671,4554e41c7b59f1bdf7df2d8b3a4c8bd26f94fd3c04742bd1d3fb4e2435bcd141,479,479,0.11844642266625083
moving_center,8104,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,2421563652,df00a8e4112d08e78ad57548eca0a3a2cea3de83733d6bdf9a3650da082531df,304,304,0.11844642266625083
moving_center,8104,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,3500979046,3ee5da31bfde36b95269ad9f28d4e65fdcbe3f53620639f8ec21289197f4cc3a,249,209,0.11844642266625083
moving_center,8104,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,2534471183,a4a9b1119b47ad1bff4e91ca3a3282beb987622669cda09df38e7ec50881aa91,152,85,0.1051509022129121
moving_center,8104,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,406164208,b8fb8e31b143e49f92cf6be7d44dd85545c89a3a7622c7fecca0f7012177d226,246,14,0.03780170614048033
moving_center,8104,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,2850530880,1ca48a88950c99efef3d43bdc729d6f3d2d924e62287d19e870c81f7b08178eb,149,128,0.10944376947366598
moving_center,8104,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,137714374,cc7eb737386838e05a425777bcadb842fb41d48319b4a371f6c706d376c283ff,304,160,0.11844642266625083
moving_center,8104,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,815918836,56ca61c708b1295a25b6ca2c8c20ce8cfcc2708b222c712df37d5b8a5de8faad,149,9,0.019868167701024928
moving_center,8104,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,1190150185,5035ac6b1d2d72a4b1fe7583ecf4aaf27ee097743b019230d93b0b6647800370,244,244,0.11844642266625083
moving_center,8104,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,2264833453,54cba7d69f8b05378f7d8ec075fab76f7ab0b89517b49b0617d1af9b3b420a8a,592,592,0.11844642266625083
moving_center,8104,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,1925147126,1efceaa8dffe1ada4b726fd94e95fa975b3caccfa07a4b91cd9f257849c4f562,463,423,0.11844642266625083
moving_center,8104,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,806096029,b5b8e2b0a53b5dcb01ad971e6d8074bd752f4ad211046115da5568453f6e00b8,292,214,0.11844642266625083
moving_center,8104,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,801678314,7ed2c799da6ca805d215b7d94d3b4b76573071a3cabb3a2f9c94a9e97a4f3224,459,242,0.11844642266625083
moving_center,8104,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,4232435187,5fe64c53956bb435160f0ef6e2987f062b636126b67ee291e8404ffc41b786f0,313,288,0.11844642266625083
moving_center,8104,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,249259336,f6a6f77b894f9142cff52423c5256684f216f3922705383e52a3772def698087,592,448,0.11844642266625083
moving_center,8104,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,2408402296,4d9be07c3ebba819325270f72936532da10532f29f0ffc3948119995953999d9,305,165,0.11488644452865988
moving_center,8104,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,802708941,64de9a21e6b208a1c0d4735cdfffd210806c12442483c13e33f65b45ec22d2ff,463,463,0.11844642266625083
moving_center,8105,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,3733484026,dc8a691a4206fca1255204383881e8b373a0f44e3ce20dca904a62206c1ae12f,304,304,0.11844642266625083
moving_center,8105,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,394121621,f91172e1e6aa2ae3f75d96836678162be3b8ec7487fa603412287cf63d018f46,242,203,0.11844642266625083
moving_center,8105,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,1130582889,35a4db577d9f06a0b2f613d0f3b6eb2a0d235653f351b4ec8e6c296d41c248be,154,81,0.08556330658048536
moving_center,8105,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,1566188242,124ef9a0ecf952105ec2fd18f5afc2466d8198e646a8e3b09eca41680a7793f6,261,14,0.035989813148482784
moving_center,8105,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,3486222511,cdba9285510baf83dc751a6ad220f78fa2b57b0bd850614fa08bac709ef365ef,150,126,0.11158669647436478
moving_center,8105,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,3731368557,ec06d3756b43577a8878dc3f88e47526603a85bda335d7b455ab01612786ec54,304,160,0.11844642266625083
moving_center,8105,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,3348335105,0f7418641db6d547b1b812ae56d5f3ccbd7e906781752edf774e5326c5f45938,145,11,0.02758599574233489
moving_center,8105,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,834434028,57f5956ba7e5ad322964e779a124508b8e946ab1a734805bd991e62b6f76d7e5,240,240,0.11844642266625083
moving_center,8105,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,730228354,9caef78710d8f2a7f8a9f887e59ff4d702cd44f1b8ca9cb50ed22102d94b6ef9,592,592,0.11844642266625083
moving_center,8105,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,100915891,2710571d021d8e21d83c47750ff060ce39573e4664cacdb253eb2516545a4e7f,475,437,0.11844642266625083
moving_center,8105,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,601046270,02a73c4035a6c5f374bb3e46a2335988301c34bc5c4b34fcbf42115cd1c99219,295,219,0.11844642266625083
moving_center,8105,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,2994923163,6e1dee5e2ccc9328696b26962bf5df5109067d5d81b6b8f18596624fa8e757d2,462,233,0.11844642266625083
moving_center,8105,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,3228734144,2a6766a194e81f0d51fa9436af0fd00391977698cf09deccc455350bc60d178a,305,273,0.11844642266625083
moving_center,8105,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,4198694664,aa46c2134f1b5549e72b17b6f8a51ac16a99f3ed6c31fe8c802757d7fe6e10de,592,448,0.11844642266625083
moving_center,8105,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,2399947160,9f9d64aeb67e2f6fe966fa4691746de10b8acc2037ebb928c03b7c432acf2e2f,297,153,0.11844642266625083
moving_center,8105,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,163405474,457b532b9bb6b463b0f4b79399b7e79ee6c0a23c4c35ce6fe235e1ea27e6a582,470,470,0.11844642266625083
moving_center,8106,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,2363856304,e8bd355da37538990ef4555a3df8ff4e0eea787a45ed5fedf78c257d59b7acaa,304,304,0.11844642266625083
moving_center,8106,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,2978027603,e5578e61a64452ed642fe3794400e70d342cb01d222c180c1d55f9b687653bf5,250,208,0.11844642266625083
moving_center,8106,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,2539405277,4ea9514fba0897b2f6fd2154f1b9bf39ac54593338dd34e5c3a0d806e1f226bd,143,79,0.10782752506474623
moving_center,8106,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,2642608274,43b8a13d48fb2050876f5d82b88a0442e6baf18ad615c1ae32441e64a03c2e38,255,14,0.03851745573917317
moving_center,8106,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,1079501961,533f5c64c0c8ceb713b5f8ad7f8d7a98b7a398585d75a960cde7e2f52f7e2d1b,175,151,0.1154367038518062
moving_center,8106,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,2309087002,6cf3f62551c25a955cb79deaf26e8d6b3ba9eff2645e14aa659bbc4667b36d6a,304,160,0.11844642266625083
moving_center,8106,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,1576505706,dc4e78b018169da62b66e8a64e47f8a7afbad85d33965b1ee7885f2df2588e9d,147,5,0.01589310312093358
moving_center,8106,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,1154519760,bbb441a0201b5e39c16fefc8f7dda15327b9c0c1c606cfc4a638c59b9c2984f9,246,246,0.11844642266625083
moving_center,8106,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,907084616,38278e6e3940bc22d01c30fb735754d2d18d26063a038ad9bbb9a70280652c57,592,592,0.11844642266625083
moving_center,8106,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,609089380,94acff83c7c48a757e2d117f5c53e3b0924f001f8058021f645c30cc6eb2ea5c,473,432,0.11844642266625083
moving_center,8106,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,2707635651,4eb88ff2a5ec227ae7109e17fa1685db0f2fafcbb45d018ef29a5060484aa093,302,225,0.11844642266625083
moving_center,8106,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,856574712,0248069a0a50d1879c594dfc8bc4fb334a7f233342bf8ff7e8de3f7184c8e89f,463,224,0.11844642266625083
moving_center,8106,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,3556424111,5081316c63e460dedd98a685de49fb547f29e19c75f2f4f296a84b02fb44c079,282,250,0.11844642266625083
moving_center,8106,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,2798970477,ad811ea26f1394e9604eb038a3d33b883d89b6a577083f7541a71aee57228476,592,448,0.11844642266625083
moving_center,8106,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,341353788,23aad4db7592d9e114bda4ef6d81a673c55782eaf9c45f81229b1165e6e5a8c2,295,158,0.11844642266625083
moving_center,8106,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,303082354,f55b83b567e240bcca11266b50869cfd6f24e6e4cf15e4469c880de8401f9a3f,479,479,0.11844642266625083
moving_center,8107,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,2189391837,d36d90aeeaddc50a2197eb5f9826a425140550b8ab9416604b4d306e9c4d2246,304,304,0.11844642266625083
moving_center,8107,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,2054683878,5aac05dcf740a2c52904fea4dccd0a7a76f4a9a84ecb5baa1e1daedbf504b094,254,216,0.11844642266625083
moving_center,8107,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,3896788545,9ed0f8cf9bc3e1081f8f345fe70adaff6a37aba0340ee9db9d218e70f49c8bfe,156,78,0.11184472367031001
moving_center,8107,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,719763166,ec6ae8f5ccb561822bb65d1bd66ffde6d3d423d4c230e4ed7db109142d821377,241,10,0.025868273185618865
moving_center,8107,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,983301344,4d6dd6caf5a9f2c1b5c56e49f0b93f551decf6ab628890d37500bb427c59198f,153,129,0.1162882671510707
moving_center,8107,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,500212760,65c586a98ae6f07100643bd33b402977a6d899a5faf61e975c4d56b16a56671b,304,160,0.11844642266625083
moving_center,8107,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,716603620,44bbf76f33b0b27adbcf37f63bb2404b0a7c2d11cec934431381d142ec2e91c1,147,9,0.016657432962792592
moving_center,8107,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,3554389226,15d6ebf65f8ece1d5736a39f61191027385ccb974dbee3a1ee565e77631f1811,238,238,0.11844642266625083
moving_center,8107,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,965102701,2713eb1b560f02c20fa351b40b743dac5d34b24915fa690757b4477fcd1c4c9b,592,592,0.11844642266625083
moving_center,8107,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,67392716,4ac183f89c4c6d6de6b767f4c4d9b9459026124326c2f53ddfd6c27dfa06d94d,495,458,0.11844642266625083
moving_center,8107,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,1084855441,2b3e8d97c352d79b4836f0f9c9ced3c3163aec8acbe399e5cfacb4ee09b99cc7,289,210,0.11844642266625083
moving_center,8107,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,1753173201,c9cce6a2ec3b84f3f0ca2b778049890ffe23eabea3afc2a683c811aee53c5ffb,472,239,0.11844642266625083
moving_center,8107,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,2182086892,166fd0c619047a7ea2b894d285314a5176e6cc7e285b15a97f1ce225c520085b,308,282,0.11844642266625083
moving_center,8107,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,3947777766,4b9351bfb0760c094fc09a6b8c4a9b930556cc06844c13347dcc4ca3aae16b18,592,448,0.11844642266625083
moving_center,8107,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,3462794681,03b21af62b91ed699436fedd834bbdd7db32bfe536096519766e46d53ac2c4d6,276,144,0.11591199764008595
moving_center,8107,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,4023417092,de3a7cceea18e6893f6b66e29bd78797f091400898e4bc49c471ac0e68810001,478,478,0.11844642266625083
moving_center,8108,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,1431039393,640c85e73b9bf5c7e6e5723fb85f10ce5259b73d2c401eb4e1ebc3da758c9f46,304,304,0.11844642266625083
moving_center,8108,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,2836120022,a4bc1774c72b9b5c2a33fed57cd2b2c117582c9fb77065c920854d4a51a8828c,250,209,0.11844642266625083
moving_center,8108,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,3132526931,753fd9768e50cf3abb8bd700a43f44097cc9413432aa9b1610c03f5e31b6f923,162,88,0.10270665742338404
moving_center,8108,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,1833940701,c7f20a364ca239dd98ce7eae3bea1c75740031a9ca9cb9283997a8df8fb74512,244,15,0.038102308515392806
moving_center,8108,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,3592234724,3389124002e1d2cd7f3b314d537ca9d81af3a107e9ffd2e8e425bb1e5fecfdb7,153,127,0.11603695555571196
moving_center,8108,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,1092021604,3c886463e49adcf18af539d4ae9cad6b873a21fbd77ac39f39ca8aac0b7b9f1a,304,160,0.11844642266625083
moving_center,8108,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,2692868521,81bb8f7cd4029869bf4ebe86c23537b75a19a5ce79df70968ce1db1961037a79,147,7,0.019090844436540785
moving_center,8108,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,3870830241,25c2f680fe2a6854ac606a205c3d8e1434b7e1c042b5a915f1f373b9bff42d52,247,247,0.11844642266625083
moving_center,8108,8,2023-09-07 14:00:00+08:00,C00,0,0.0,0.0,277061918,a83620424028d07de15441e93277eae14b476800b0f6b56f7db29d1e8016da68,592,592,0.11844642266625083
moving_center,8108,8,2023-09-07 14:00:00+08:00,C01,10,0.2,0.05,132939114,2e050235bea76660287cd308c6567903ddddfcd74385cae50517773fbd31afc2,470,429,0.11844642266625083
moving_center,8108,8,2023-09-07 14:00:00+08:00,C02,30,0.5,0.15,823090430,0844b3cefc0dba17178cfe883f0632d0b0f5f0f5f81ed5185af34d599f2c3c61,308,229,0.11844642266625083
moving_center,8108,8,2023-09-07 14:00:00+08:00,C03,60,0.2,0.15,1423128363,25525f984eb37a7af974bbe641ddadea026b8c0ffd2404a3f41f331f367b12bf,468,242,0.11844642266625083
moving_center,8108,8,2023-09-07 14:00:00+08:00,C04,10,0.5,0.0,296827568,2de376e81f6b985aabeaa295ad2b82e39cfb18fdbde6860c72b7571f6ef524ad,307,276,0.11844642266625083
moving_center,8108,8,2023-09-07 14:00:00+08:00,C05,30,0.0,0.05,406587657,d92a63aa8c8d6c9c3cd26fa66cde4d5ae8a2d5c287bb8c975e95f8b8202260bc,592,448,0.11844642266625083
moving_center,8108,8,2023-09-07 14:00:00+08:00,C06,60,0.5,0.05,3172316795,f3decb04b907a1ba5cf589b61938e24180dbd5fea8be7800f24762e7b659acf5,301,164,0.11844642266625083
moving_center,8108,8,2023-09-07 14:00:00+08:00,C07,0,0.2,0.15,2505044082,b33d6676a91ef8e81a9d139a891e90b15fbdaea87362a5dc451a3991260cb5ae,485,485,0.11844642266625083
moving_center,8109,4,2023-09-07 13:00:00+08:00,C00,0,0.0,0.0,4116779095,6cd053c6fecd9e45f31afa917ccae9f1e91587efffd87958b56518175ef7e843,304,304,0.11844642266625083
moving_center,8109,4,2023-09-07 13:00:00+08:00,C01,10,0.2,0.05,1701400835,7d1a5484d59fab16c7134b0d3a1078a7618e7cbdb8a74b7150836328d197b988,244,206,0.11844642266625083
moving_center,8109,4,2023-09-07 13:00:00+08:00,C02,30,0.5,0.15,1253204431,83af3df5f2a6d687d405688cabdaf73b29d1bc27f50d20f80efed173d8e42836,148,83,0.11273724486427936
moving_center,8109,4,2023-09-07 13:00:00+08:00,C03,60,0.2,0.15,1666927327,75e49e96df1e7e184656ff1958a927ef8a07bc0750dfe44cebb64a3ee94dc5b8,240,14,0.03478768340982089
moving_center,8109,4,2023-09-07 13:00:00+08:00,C04,10,0.5,0.0,2077437088,edfc00aa25d3ced42925369cc8b6ef27f2d57c4da0f69e8bb15b39cc463c7ebb,146,119,0.10999483163169511
moving_center,8109,4,2023-09-07 13:00:00+08:00,C05,30,0.0,0.05,418812010,efd35089f22eb2b809edf1ce23ae233150cfa8e6bf77e99458cdc437e5177a34,304,160,0.11844642266625083
moving_center,8109,4,2023-09-07 13:00:00+08:00,C06,60,0.5,0.05,3302162948,3335fceeac810b6f29467f5c2b11fc558a322f4548836d83973343550f1d30aa,143,4,0.011789530956430127
moving_center,8109,4,2023-09-07 13:00:00+08:00,C07,0,0.2,0.15,1121153308,1fe5f30681aba303577d4adf69c4b02cdd9abcf4a5d0832267b55fb72a622d88,249,249,0.11844642266625083
