scenario_family,seed,method,truth_exposure,distance_m,max_truth_risk,p95_truth_risk,high_risk_length_ratio,route_overlap_with_shortest,route_change_from_baseline,stale_water_usage,bad_source_exposure,mean_water_coverage_on_route,computation_ms
anisotropic_band,8105,multisource_uncertainty,0.44255014294743134,11051.584934074592,0.643450644777257,0.6007857295859508,0.09425123017303642,0.5273809874855697,0.0625,0.0051107620708986355,0.5608500476525853,0.08616422901764442,131.22519377338904
anisotropic_band,8105,rain_risk,0.4385873755264671,11113.281785466466,0.6357265298600636,0.5995693255909893,0.08754362816908229,0.43766351103162693,0.0,0.005112609120914044,0.5730841611902127,0.0733499065335134,131.0456875289674
anisotropic_band,8105,shortest,0.4567779912269745,10950.795041533209,0.6420904532455102,0.6115038771717338,0.10762573856719429,1.0,0.0,0.004548536122170323,0.5617895380842772,0.0810187526649245,129.03798754268792
anisotropic_band,8105,trusted_source_specific_tau,0.44251148527129014,11056.306803993295,0.6436296692550745,0.6009990233932053,0.0926191676558814,0.51521750192814,0.1171875,0.0051107620708986355,0.559664476582892,0.0879990047550609,130.98177033953107
anisotropic_band,8105,trusted_universal_tau,0.44258414141568864,11058.154047138894,0.643850516931385,0.6015510780254777,0.09261290784501691,0.512225159843813,0.09375,0.0051107620708986355,0.5591279448021269,0.08881627018077631,131.07551798930217
anisotropic_band,8106,multisource_naive,0.4407901288311274,11078.49924435641,0.6392174512106532,0.6003025736369861,0.08953135600581415,0.48007245172016966,0.0234375,0.003856382002783332,0.5682167351814214,0.07794678847621113,129.40779453128926
anisotropic_band,8106,multisource_uncertainty,0.4430814408430038,11052.168885264004,0.6451925446588334,0.6028184710211563,0.09443856799970667,0.5307524335054196,0.0703125,0.004237536965473043,0.5592821539558129,0.08798263803951731,129.82062266200955
anisotropic_band,8106,rain_risk,0.4389486408347553,11105.045682372469,0.6392174512106532,0.6005944676948283,0.08789397312942093,0.44829492671738885,0.0,0.003856382002783332,0.5717360419668471,0.07484397284407578,129.20074998692144
anisotropic_band,8106,shortest,0.4575518483916975,10950.795041533209,0.6446490511398578,0.6129967903406133,0.10795377914524942,1.0,0.0,0.0034057775655391698,0.5604680631537964,0.08243961740203007,127.61173126637004
anisotropic_band,8106,trusted_source_specific_tau,0.4430290764338199,11057.04855951359,0.6452519039844904,0.6033079100819652,0.09281229885273277,0.5211544120167367,0.0859375,0.004237536965473043,0.5582951195795416,0.08953120023220278,129.33135936782492
anisotropic_band,8106,trusted_universal_tau,0.44305459425788185,11059.864638047415,0.6453112633101473,0.6036642794001198,0.09279977923100381,0.5174153855055822,0.0546875,0.004237536965473043,0.5576394537273802,0.09059205784646163,129.13325156023348
anisotropic_band,8107,multisource_naive,0.4409481102253543,11071.919734039824,0.6347759825366409,0.599255267783149,0.08740020876207083,0.5095399184270857,0.0859375,0.003763924706469001,0.5658035755524498,0.08111706113676477,128.90463202529645
anisotropic_band,8107,multisource_uncertainty,0.442019108981005,11051.584934074592,0.641529709686617,0.6006071018358147,0.09221122503107268,0.5273809874855697,0.0625,0.003761504443464571,0.5610670970327747,0.0857070859663484,128.62230545306375
anisotropic_band,8107,rain_risk,0.4380243779873123,11113.281785466466,0.6337290303481402,0.5988554461791179,0.08598380663670604,0.43766351103162693,0.0,0.0037634822207953354,0.5731381885602148,0.07319933259723545,128.53978125349386
anisotropic_band,8107,shortest,0.4563421049213812,10950.795041533209,0.641140656763132,0.6107372490047009,0.10560771925256106,1.0,0.0,0.0026555249028093913,0.5620829896442385,0.0804630319344828,127.44355000904761
anisotropic_band,8107,trusted_source_specific_tau,0.4419776445466153,11054.850844084285,0.6414001639992214,0.600762378993636,0.090585074007992,0.5186077044010213,0.1328125,0.003761504443464571,0.560375226934947,0.08677110023033423,128.89387967243238
anisotropic_band,8107,trusted_universal_tau,0.4420369279317166,11058.94056651649,0.6414747085209396,0.6012962013966816,0.08994107001112343,0.5128169663608744,0.15625,0.003761504443464571,0.5593010331168101,0.08825656968425145,128.60681014990405
anisotropic_band,8108,multisource_naive,0.44066588490173775,11072.987723174625,0.6365719346034869,0.6001739760232891,0.08653697707598859,0.5078236981647816,0.0546875,0.003970316550130319,0.5668017797935244,0.08030329843853401,132.89795159016649
anisotropic_band,8108,multisource_uncertainty,0.44225774107312193,11049.09719477401,0.6430007635628177,0.6013690702344479,0.09186157285178834,0.5358207363991508,0.0546875,0.003969327695778829,0.5598045937163804,0.08722257801875664,132.80527345341397
anisotropic_band,8108,rain_risk,0.43801384465800003,11113.281785466466,0.6345611877669969,0.6000887793713109,0.08472090462539164,0.43766351103162693,0.0,0.003970316550130319,0.5723278521221576,0.07406089368957075,132.20713751070434
anisotropic_band,8108,shortest,0.4566045873051211,10950.795041533209,0.641493781300484,0.61151211771705,0.10568800787617591,1.0,0.0,0.0028854002134209465,0.5603332407885755,0.08254911643261777,129.87665004038718
anisotropic_band,8108,trusted_source_specific_tau,0.4422848316172296,11055.143832039672,0.6431879184136605,0.6017027104896149,0.09021433472853428,0.521558317327566,0.0859375,0.003969327695778829,0.5582388406839773,0.08956042691697892,132.98136486992007
anisotropic_band,8108,trusted_universal_tau,0.44233114939338347,11055.611754967664,0.6432347071263712,0.6018394801155799,0.09021433472853428,0.5196578839432617,0.078125,0.003969327695778829,0.5579841864941725,0.08999574730535054,132.64307657755126
anisotropic_band,8109,multisource_naive,0.44028971316071636,11076.76573671483,0.6336986283946847,0.5994381125533997,0.08787137189458108,0.4897735282411452,0.078125,0.002484560750010626,0.5683108946649875,0.07880465878273621,134.15386875203694
anisotropic_band,8109,multisource_uncertainty,0.44147345178719427,11063.099075293747,0.6362700761252994,0.5994983285902686,0.08979657757277802,0.5184813180204813,0.1328125,0.0024942843641708153,0.5616411642446903,0.08534565780052558,134.08237109069887
anisotropic_band,8109,rain_risk,0.43816945295816057,11105.045682372469,0.6335563687704908,0.5996540657754087,0.08624802566687245,0.44829492671738885,0.0,0.002477168576009186,0.5722510753710636,0.074685553069126,133.76853126828792
anisotropic_band,8109,shortest,0.4566388454182774,10950.795041533209,0.6394643759081864,0.6111170430878885,0.10656093619777766,1.0,0.0,0.0014901890281734812,0.5623657496320003,0.08036829910433937,130.7280750188511
anisotropic_band,8109,trusted_source_specific_tau,0.44187416919584055,11059.594376861585,0.6399487035231236,0.6017333916791404,0.0914433068097721,0.5051775768132277,0.1171875,0.0024942536581091137,0.5599643131518334,0.0877763371352345,133.97784687913372
anisotropic_band,8109,trusted_universal_tau,0.44182063109073194,11064.400337523402,0.6398822434868466,0.6019472484749671,0.09078319932999832,0.5012138202511254,0.140625,0.0027190280796648217,0.5590970497920043,0.08907107117805785,134.14406640004017
anisotropic_band,8110,multisource_naive,0.44049857283595667,11082.614124996691,0.6370475607514107,0.5998736561729052,0.08767253416473605,0.473381845524548,0.078125,0.004556109155134102,0.567676147709945,0.07873091639115135,135.1911843785274
anisotropic_band,8110,multisource_uncertainty,0.44288717132883687,11050.424948212712,0.6441142431801296,0.6025964797135167,0.09317331585170933,0.5359044551851155,0.03125,0.0046055522658732025,0.5597268122014281,0.0874810411473986,134.90063203971658
anisotropic_band,8110,rain_risk,0.4385708211967712,11113.281785466466,0.6358103924383295,0.6002515652727338,0.08604289061519174,0.43766351103162693,0.0,0.004556109155134102,0.5726763641895054,0.07379727277689714,136.16439375618938
anisotropic_band,8110,shortest,0.45728550045922167,10950.795041533209,0.6433874927627166,0.6132351216180921,0.10679267081700529,1.0,0.0,0.003074995886419592,0.5607399742453789,0.08228052881248014,131.76489377656253
anisotropic_band,8110,trusted_source_specific_tau,0.4429190165274836,11056.308874944365,0.6443312433087307,0.603221617864038,0.0915325702103358,0.5218909276459861,0.078125,0.0046055522658732025,0.5581965364568001,0.08978561203036714,134.89573516199016
anisotropic_band,8110,trusted_universal_tau,0.44297858469563745,11058.194521275545,0.6444397433730312,0.6034156154202723,0.09152631039947132,0.5174124162381599,0.0546875,0.0046055522658732025,0.5576049626554985,0.09078657524911372,135.35252578276413
anisotropic_band,8111,multisource_naive,0.44123448592349374,11082.67752260787,0.6382730503232902,0.601104819315621,0.0903733100006978,0.4727028690196014,0.109375,0.0038919594780596743,0.5678343328843019,0.07894242582403549,130.68567732989322
anisotropic_band,8111,multisource_uncertainty,0.443310471182894,11054.723027739405,0.6447587001928518,0.6046972056477585,0.09526022468230051,0.5270320756483924,0.0625,0.0038883704206475493,0.5604527490925284,0.08663953495636689,130.82404452052288
anisotropic_band,8111,rain_risk,0.4392740370786664,11113.281785466466,0.6370602811990591,0.6016023604148417,0.08874331094171022,0.43766351103162693,0.0,0.0038919594780596743,0.5728277284857796,0.07380010783573863,130.8047750062542
anisotropic_band,8111,shortest,0.4578868161902706,10950.795041533209,0.644071944221866,0.6141293408534789,0.10819339352835422,1.0,0.0,0.003364550029155869,0.56160038277221,0.08118009413766776,129.3763750072685
anisotropic_band,8111,trusted_source_specific_tau,0.4433680666751138,11060.323305415479,0.6450636930792261,0.6053590941457784,0.0936276078046319,0.5126229324334632,0.09375,0.0038883704206475493,0.5588696081871294,0.08904798393095534,130.603984364825
anisotropic_band,8111,trusted_universal_tau,0.44335626276985807,11062.690495934341,0.6451399413008196,0.6055521545190733,0.09361508818290296,0.5107152995190032,0.0703125,0.0038883704206475493,0.5584344505575382,0.08977589656548646,130.58479060146055
anisotropic_band,8112,multisource_naive,0.4397002646292956,11081.603038783478,0.6364150087359637,0.5990152688158177,0.08584286160301763,0.4736393863851185,0.046875,0.001539700116453715,0.569596384825146,0.07684073530013762,126.84907502261922
anisotropic_band,8112,multisource_uncertainty,0.44191008608331794,11050.994261724396,0.6420331510696932,0.5993601313155104,0.09105728713137175,0.5251146122397121,0.0625,0.001539700116453715,0.5613358784416984,0.08567591037040927,126.80993830963416
anisotropic_band,8112,rain_risk,0.43602726829999466,11152.806935286259,0.6347958985580495,0.5967098414646114,0.08421289533838602,0.4075541063995987,0.0,0.001539817949467067,0.5740975618492479,0.07205444683618764,126.82139376556734
anisotropic_band,8112,shortest,0.4565802498608464,10950.795041533209,0.6411120782330982,0.6104677310739384,0.10494697947220559,1.0,0.0,0.0014231882667689768,0.5620394150538496,0.08063649035232048,125.46828754420858
anisotropic_band,8112,trusted_source_specific_tau,0.4419245026944741,11054.833200417717,0.6421297953690315,0.5999769304005674,0.08942472501493413,0.5164212582236529,0.1171875,0.001539700116453715,0.5604919625290785,0.0869329763484737,126.65852814279788
anisotropic_band,8112,trusted_universal_tau,0.4420038876461175,11056.680443563317,0.6422264396683698,0.6004937941983561,0.08941846520406965,0.5134289161393261,0.09375,0.001539700116453715,0.5599013952867755,0.08775024177418911,126.64840627621743
dual_center,8101,multisource_naive,0.44526518132459036,11184.405862488835,0.6083770531781173,0.570429067519988,0.08399804056658737,0.43698830123176624,0.015625,0.0007167532181524405,0.5703716433465924,0.07420760609806723,129.5326164135986
dual_center,8101,multisource_uncertainty,0.4456589567783193,11179.850102189213,0.6092549856940574,0.5712466145342121,0.08469002067230944,0.4467237743862805,0.1796875,0.0010884557060031998,0.5693767147717029,0.0758310674314542,129.7483640773862
dual_center,8101,rain_risk,0.4432142567197681,11252.809208802664,0.6044280141776405,0.5655551170551144,0.08399804056658737,0.3961312390791632,0.0,0.0007645638241978583,0.5727176478065408,0.07186379124591939,128.5546625222196
dual_center,8101,shortest,0.48271169458688507,10950.795041533209,0.6455076840085593,0.6122038692682982,0.14675116731609344,1.0,0.0,0.001007380367010144,0.5611700845973098,0.08203860029939386,130.0692437798716
dual_center,8101,trusted_source_specific_tau,0.44701336678271597,11172.301718517185,0.6105303896545143,0.5722689571903751,0.08948953293731768,0.4733695316303261,0.2578125,0.0010884557060031998,0.5673672434279977,0.07768717962210818,129.9233672034461
dual_center,8101,trusted_universal_tau,0.4472066889851712,11179.90843545667,0.6105569967892206,0.572129481801766,0.08948581968496537,0.4633285928346104,0.34375,0.0010884557060031998,0.5659714395267893,0.07948708439694714,129.83447422720928
dual_center,8102,multisource_naive,0.44562354420276284,11173.880099782933,0.611561416354536,0.5704042737576399,0.08394758957000302,0.4417989741733169,0.03125,0.00014157195046267585,0.5719059856724954,0.07228817052144519,128.7344117208704
dual_center,8102,multisource_uncertainty,0.4467217374928128,11171.014552319133,0.6125682530119111,0.5710712380190912,0.08866784137037695,0.4668765853767312,0.234375,0.0002813122628077708,0.5693180537558159,0.07505191581119143,128.7498718866118
dual_center,8102,rain_risk,0.4434454162585915,11249.791806444318,0.6068440636970805,0.5651583887075508,0.08394758957000302,0.39850102367919826,0.0,0.00014157195046267585,0.5737467671555168,0.07043494992733414,128.56903750798665
dual_center,8102,shortest,0.4829447720236228,10950.795041533209,0.6451725570431729,0.6121536325593542,0.1464030961509414,1.0,0.0,0.002380132810123044,0.5627322875615492,0.0801372772978666,128.9508062764071
dual_center,8102,trusted_source_specific_tau,0.44717450283117555,11175.267491217503,0.6127671064382864,0.5710907571194965,0.0902431821965605,0.46880214047743946,0.359375,0.000281720853190378,0.5679029487804744,0.07676470116080998,128.72969610270957
dual_center,8102,trusted_universal_tau,0.4473780688688313,11188.127170529753,0.6128292010719119,0.5708262984193838,0.0902393573929131,0.45677046916429986,0.34375,0.0005551673341733317,0.5658062777645203,0.0793469671563362,128.75530547262315
dual_center,8103,multisource_naive,0.44598410290087603,11173.854944784951,0.6107591475005268,0.571020726150379,0.08992025971538545,0.4425934717223776,0.03125,0.000715071913152937,0.571242780599432,0.0729647668786146,129.13673515504343
dual_center,8103,multisource_uncertainty,0.4460697168849961,11177.880639391153,0.6107591475005268,0.5709916177093035,0.09068947198267065,0.4463511069108413,0.1796875,0.0007151839997042563,0.5704134198627374,0.07439968384732414,128.82902811725216
dual_center,8103,rain_risk,0.443788366040893,11249.791806444318,0.6062454495567815,0.5654657931810059,0.08991842113020533,0.39850102367919826,0.0,0.000716936362059498,0.5731726013217516,0.07099533593610892,128.48972500796663
dual_center,8103,shortest,0.4831218459468793,10950.795041533209,0.64588465295728,0.6131662245582621,0.15268142329277337,1.0,0.0,0.0012427030729993984,0.5618275100175831,0.08087571224666427,129.18308751977747
dual_center,8103,trusted_source_specific_tau,0.44735674455425306,11176.340285886887,0.611503407961493,0.5714004402855243,0.09603004324374616,0.4682850371438803,0.296875,0.0007173802855041697,0.5679559109168695,0.07662789979405554,129.0194929770223
dual_center,8103,trusted_universal_tau,0.447392866449005,11183.922570012408,0.6110426703316199,0.5709826841110217,0.09602814466070872,0.45906924466939897,0.390625,0.0007173802855041697,0.5670664875457352,0.0778094470357771,129.22419687492948
dual_center,8104,multisource_naive,0.44491258667565536,11173.880099782933,0.6102628338556003,0.5707335435480598,0.08789342845489469,0.4417989741733169,0.03125,8.493649509322612e-06,0.5716770742488574,0.07267174667327965,128.06824061681255
dual_center,8104,multisource_uncertainty,0.44516919218132633,11177.771648422367,0.611177453546804,0.5714138110329224,0.08790036925698616,0.44615887598466325,0.203125,8.4986479781406e-06,0.5695017392306577,0.07534990385939393,128.21396561867004
dual_center,8104,rain_risk,0.44275717779513896,11249.791806444318,0.6054895092010131,0.5656770353404891,0.08789190469460509,0.39850102367919826,0.0,8.493649509322612e-06,0.5731843076677453,0.07122292390626973,127.41734373412328
dual_center,8104,shortest,0.482602941138291,10950.795041533209,0.6451399393427827,0.6126743238822775,0.15033227820783415,1.0,0.0,0.0012025424961963345,0.5618799978521795,0.08103731525674035,128.80116876476677
dual_center,8104,trusted_source_specific_tau,0.44612604454497184,11178.486199726078,0.6109684555666872,0.5713372127410743,0.09261721136088706,0.46140422607211656,0.28125,8.4986479781406e-06,0.5679527484807253,0.07694676932315966,128.3288218655798
dual_center,8104,trusted_universal_tau,0.4463295273659721,11190.254255619373,0.6102632393959186,0.570739054881062,0.09340109892719271,0.4524063786137252,0.3515625,8.4986479781406e-06,0.5664060601997186,0.07881153273051088,128.3634617102507
dual_center,8105,multisource_naive,0.4449096563985669,11193.038268723223,0.6117993392455989,0.5700166863092806,0.0842590812291322,0.4282206623157186,0.0625,0.0006496844338210299,0.5722307014912739,0.07242158185190481,126.66503045693389
dual_center,8105,multisource_uncertainty,0.4454074663186498,11179.368712760777,0.6131133373493753,0.5714379211284647,0.08426602203122367,0.44176390884429756,0.1796875,0.0006478888368602394,0.5711557560711592,0.07395415987159573,127.5220413963325
dual_center,8105,rain_risk,0.4427498958306546,11262.477018756495,0.6069931126600926,0.5649468111795197,0.08425755746884259,0.3906313736030011,0.0,0.0006496844338210299,0.5725764522498386,0.072402486330487,126.15614999231184
dual_center,8105,shortest,0.4831945084772752,10950.795041533209,0.6482370460065731,0.6144059514771296,0.14678999305534654,1.0,0.0,0.0015204986134377126,0.5628481001019521,0.08011420119467721,127.5542125076754
dual_center,8105,trusted_source_specific_tau,0.44642009339298866,11183.444015263965,0.6130620477762441,0.5713386151920026,0.08898286413512457,0.46003617380568185,0.34375,0.0006500851226601528,0.5684880525781493,0.0763049283528532,126.90451717026008
dual_center,8105,trusted_universal_tau,0.4466074807875046,11196.664914397812,0.6118699385925997,0.570380710601434,0.09055063926773588,0.4520451630933818,0.3984375,0.0006500851226601528,0.5669939213785575,0.07813032552863335,127.10730701383
dual_center,8106,multisource_naive,0.4439880905784982,11228.160477926987,0.6072436920449111,0.5670341487828457,0.0855029787935245,0.40985397288125336,0.046875,0.00044881381139724356,0.5691876851156629,0.07574416375916189,132.16137657400395
dual_center,8106,multisource_uncertainty,0.44539106248456467,11177.82195841833,0.6102210320468071,0.5704869395481249,0.08551038918023783,0.4445698808865418,0.171875,0.00044694936249068263,0.5695809147397315,0.07541880440778766,132.13603985877853
dual_center,8106,rain_risk,0.44325945784723925,11252.809208802664,0.6047543271461335,0.5647357894369697,0.0855029787935245,0.3961312390791632,0.0,0.00044881381139724356,0.5723159861738571,0.07202132000462058,132.43428752321051
dual_center,8106,shortest,0.4833220274712343,10950.795041533209,0.644227861557795,0.6124436411355617,0.14756816597720357,1.0,0.0,0.0025478193201529317,0.5609689969980876,0.0816576667954031,132.329256288358
dual_center,8106,trusted_source_specific_tau,0.44608694402156523,11192.078914502461,0.6105289455771953,0.5703219288160387,0.08760516170969351,0.4426067100543974,0.328125,0.00044694936249068263,0.5664230722165758,0.07856101743980035,132.46674533365876
dual_center,8106,trusted_universal_tau,0.4460421648217781,11199.554853530133,0.6100819801213191,0.5699131033154009,0.08760133690604613,0.4335864263019581,0.3515625,0.00044694936249068263,0.5657406356466398,0.07946575953807122,132.63778987220576
dual_center,8107,multisource_naive,0.44366165125335144,11228.18563292497,0.6067648108225426,0.5657681907759814,0.08710963294331983,0.4090594753321926,0.046875,0.00044881381139724356,0.5698921860753706,0.0748771469217101,129.05316250453325
dual_center,8107,multisource_uncertainty,0.4459504517321124,11189.512302606603,0.6094578775781313,0.5687352515863505,0.09175825701390476,0.4519810057770638,0.25,0.00044694936249068263,0.5670951878929288,0.0775183223120675,129.26576952304458
dual_center,8107,rain_risk,0.4428547751059313,11249.791806444318,0.605209024438015,0.5636432627345562,0.08710963294331983,0.39850102367919826,0.0,0.00044881381139724356,0.5728780879772551,0.07133969538987547,128.45446247956716
dual_center,8107,shortest,0.4827169544837697,10950.795041533209,0.6437401867985448,0.6105810506223981,0.15000468549855417,1.0,0.0,0.0007345369878148382,0.5614010547884226,0.08119280257849676,128.97700626490405
dual_center,8107,trusted_source_specific_tau,0.4463430131948326,11187.589514784066,0.6097700102906856,0.5689931876944194,0.09330968926127693,0.4603273596483128,0.28125,0.00044694936249068263,0.5665441956626579,0.0781792572709436,129.48369763671508
dual_center,8107,trusted_universal_tau,0.4464977278875633,11193.726995041245,0.6099149090474791,0.568899147876499,0.09330968926127693,0.45495805646096416,0.3046875,0.00044694936249068263,0.565443654656912,0.07961148721110041,129.46415546412027
dual_center,8108,multisource_naive,0.44508137847912416,11175.975978903503,0.6108382371338443,0.5700211248235699,0.08595253282930583,0.43699834805157695,0.03125,0.00022195702266643348,0.5719476611766785,0.07232880257445348,127.9518765713874
dual_center,8108,multisource_uncertainty,0.4457007859927054,11175.952432212187,0.6111957464600206,0.5708357622360811,0.08827982964802616,0.45312518998305884,0.171875,0.00022130208882318266,0.5691890316773509,0.07552274235264786,128.11373906879453
dual_center,8108,rain_risk,0.4431144799592054,11249.791806444318,0.6068465082858215,0.5653840684494561,0.08595069424412571,0.39850102367919826,0.0,0.00022195702266643348,0.5724699593445908,0.07164917789386314,127.63455628009979
dual_center,8108,shortest,0.48299764763311426,10950.795041533209,0.6465855079340974,0.6128146741025593,0.14788626537469873,1.0,0.0,0.0008276590870246874,0.560900820534615,0.08184768849180536,127.85983127832878
dual_center,8108,trusted_source_specific_tau,0.4467265332194144,11171.305030174348,0.6120026324334394,0.5715094791385428,0.09215288284529187,0.4703023364648274,0.3359375,0.00022130208882318266,0.5675331123262228,0.07720043340762363,127.97207578569214
dual_center,8108,trusted_universal_tau,0.4468721891618947,11178.606206177934,0.6119877035167763,0.5713586778077937,0.09215097044346818,0.46163790147999245,0.3828125,0.00022130208882318266,0.5662355627998277,0.0787220505731144,128.13133906365692
dual_center,8109,multisource_naive,0.4452325874495258,11177.920286703584,0.6079897605885812,0.5698282703028897,0.08721138722954183,0.4381655130760769,0.0625,0.0001223441288920404,0.5718181853089178,0.07260788042249182,126.71836406843795
dual_center,8109,multisource_uncertainty,0.44523789484353476,11177.82195841833,0.6091428043877641,0.5701881096612682,0.08721858783194877,0.4445698808865418,0.171875,0.00012183589057239785,0.5703393609357919,0.07462982307151558,126.7097664076573
dual_center,8109,rain_risk,0.4431652289236038,11252.809208802664,0.603775467343506,0.564933980034801,0.08721138722954183,0.3961312390791632,0.0,0.0001223441288920404,0.5728771599568686,0.07141667233513375,126.36042501981137
dual_center,8109,shortest,0.48269064534354295,10950.795041533209,0.6441626241776115,0.6113478383398894,0.14851473629522297,1.0,0.0,0.001245548642527524,0.5620480473246224,0.08075471736782024,127.2500187769765
dual_center,8109,trusted_source_specific_tau,0.44604907850186243,11174.662629750115,0.6095707906030727,0.5706518598179365,0.09001068934743235,0.4566549762861299,0.34375,0.00012183589057239785,0.5690105469236745,0.07590872739155585,127.04004140687175
