scenario_family,seed,stress_case,od_id,policy,mean_truth_exposure,mean_rain_only_truth_exposure,final_replan_count,final_route_change_count,planner_calls,total_computation_ms,missed_useful_replan,stale_source_induced_bad_route,unnecessary_replan,route_oscillation
moving_center,8106,source_disagreement,OD02,always,0.343974196935065,0.3409155829549373,11,2,12,451.37240015901625,False,False,True,True
moving_center,8106,source_disagreement,OD02,triggered,0.3469101241421211,0.3409155829549373,0,0,1,244.23840001691133,False,False,False,False
moving_center,8112,rain_down_water_high,OD01,never,0.3718925185585292,0.3527732445230632,0,0,1,271.64420031476766,False,False,False,False
moving_center,8112,rain_down_water_high,OD01,always,0.37047984138455275,0.3527732445230632,11,6,12,745.3503001015633,False,False,True,False
moving_center,8112,rain_down_water_high,OD01,triggered,0.3955473210465042,0.3527732445230632,2,1,3,369.9802001938224,True,False,False,False
moving_center,8112,rain_down_water_high,OD02,never,0.34633450993088055,0.3404192971078544,0,0,1,242.80410003848374,False,False,False,False
moving_center,8112,rain_down_water_high,OD02,always,0.3405877173650287,0.3404192971078544,11,2,12,447.6921003079042,False,False,True,False
moving_center,8112,rain_down_water_high,OD02,triggered,0.34633450993088055,0.3404192971078544,0,0,1,240.94909999985248,False,False,False,False
moving_center,8112,water_delay,OD01,never,0.3718925185585292,0.3527732445230632,0,0,1,269.84120020642877,False,False,False,False
moving_center,8112,water_delay,OD01,always,0.3662542140003073,0.3527732445230632,11,6,12,739.0412000240758,False,False,True,False
moving_center,8112,water_delay,OD01,triggered,0.3955473210465042,0.3527732445230632,2,1,3,370.4514001728967,True,False,False,False
moving_center,8112,water_delay,OD02,never,0.34633450993088055,0.3404192971078544,0,0,1,248.19159996695817,False,False,False,False
moving_center,8112,water_delay,OD02,always,0.3434559094208127,0.3404192971078544,11,2,12,451.4776001451537,False,False,True,True
moving_center,8112,water_delay,OD02,triggered,0.34633450993088055,0.3404192971078544,0,0,1,246.66369974147528,False,False,False,False
moving_center,8112,water_block_missing,OD01,never,0.3718925185585292,0.3527732445230632,0,0,1,277.02909999061376,False,False,False,False
moving_center,8112,water_block_missing,OD01,always,0.37047984138455275,0.3527732445230632,11,6,12,750.3396001411602,False,False,True,False
moving_center,8112,water_block_missing,OD01,triggered,0.3955473210465042,0.3527732445230632,2,1,3,372.40450002718717,True,False,False,False
moving_center,8112,water_block_missing,OD02,never,0.34633450993088055,0.3404192971078544,0,0,1,243.0536998435855,False,False,False,False
moving_center,8112,water_block_missing,OD02,always,0.3434559094208127,0.3404192971078544,11,2,12,445.8615001058206,False,False,True,True
moving_center,8112,water_block_missing,OD02,triggered,0.34633450993088055,0.3404192971078544,0,0,1,238.5269998339936,False,False,False,False
moving_center,8112,water_recovery,OD01,never,0.3718925185585292,0.3527732445230632,0,0,1,264.9285002844408,False,False,False,False
moving_center,8112,water_recovery,OD01,always,0.37047984138455275,0.3527732445230632,11,6,12,734.5354002900422,False,False,True,False
moving_center,8112,water_recovery,OD01,triggered,0.3955473210465042,0.3527732445230632,2,1,3,358.12610026914626,True,False,False,False
moving_center,8112,water_recovery,OD02,never,0.34633450993088055,0.3404192971078544,0,0,1,232.6247999444604,False,False,False,False
moving_center,8112,water_recovery,OD02,always,0.3405877173650287,0.3404192971078544,11,2,12,436.19630008470267,False,False,True,False
moving_center,8112,water_recovery,OD02,triggered,0.34633450993088055,0.3404192971078544,0,0,1,229.04030024074018,False,False,False,False
moving_center,8112,water_stale_rain_fresh,OD01,never,0.3718925185585292,0.3527732445230632,0,0,1,276.32029994856566,False,False,False,False
moving_center,8112,water_stale_rain_fresh,OD01,always,0.3662542140003073,0.3527732445230632,11,6,12,748.7063996959478,False,False,True,False
moving_center,8112,water_stale_rain_fresh,OD01,triggered,0.3955473210465042,0.3527732445230632,1,1,2,314.5950000034645,True,True,False,False
moving_center,8112,water_stale_rain_fresh,OD02,never,0.34633450993088055,0.3404192971078544,0,0,1,238.08119993191212,False,False,False,False
moving_center,8112,water_stale_rain_fresh,OD02,always,0.3434559094208127,0.3404192971078544,11,2,12,435.5216999538243,False,False,True,True
moving_center,8112,water_stale_rain_fresh,OD02,triggered,0.34633450993088055,0.3404192971078544,0,0,1,239.02120010461658,False,False,False,False
moving_center,8112,rain_stale_water_fresh,OD01,never,0.4034262431822846,0.37881846691909904,0,0,1,264.9244999047369,False,False,False,False
moving_center,8112,rain_stale_water_fresh,OD01,always,0.393431967190302,0.37881846691909904,11,3,12,729.3707999633625,False,False,True,False
moving_center,8112,rain_stale_water_fresh,OD01,triggered,0.4034262431822846,0.37881846691909904,1,0,2,320.6058999057859,False,False,False,False
moving_center,8112,rain_stale_water_fresh,OD02,never,0.34611790796647174,0.3426531429154918,0,0,1,245.13530009426177,False,False,False,False
moving_center,8112,rain_stale_water_fresh,OD02,always,0.34430655164444324,0.3426531429154918,11,3,12,449.1179999895394,False,False,True,True
moving_center,8112,rain_stale_water_fresh,OD02,triggered,0.34611790796647174,0.3426531429154918,0,0,1,240.41570024564862,False,False,False,False
moving_center,8112,source_disagreement,OD01,never,0.3718925185585292,0.3527732445230632,0,0,1,262.44760025292635,False,False,False,False
moving_center,8112,source_disagreement,OD01,always,0.37047984138455275,0.3527732445230632,11,6,12,752.7901004068553,False,False,True,False
moving_center,8112,source_disagreement,OD01,triggered,0.3955473210465042,0.3527732445230632,2,1,3,359.4493003329262,True,False,False,False
moving_center,8112,source_disagreement,OD02,never,0.34633450993088055,0.3404192971078544,0,0,1,242.63980041723698,False,False,False,False
moving_center,8112,source_disagreement,OD02,always,0.3405877173650287,0.3404192971078544,11,2,12,444.89050027914345,False,False,True,False
moving_center,8112,source_disagreement,OD02,triggered,0.34633450993088055,0.3404192971078544,0,0,1,235.8279002364725,False,False,False,False
dual_center,8101,rain_down_water_high,OD01,never,0.4977253324412267,0.4987301313225057,0,0,1,262.9235996864736,False,False,False,False
dual_center,8101,rain_down_water_high,OD01,always,0.5062416635537564,0.4987301313225057,11,2,12,714.874199940823,False,False,True,False
dual_center,8101,rain_down_water_high,OD01,triggered,0.4977253324412267,0.4987301313225057,1,0,2,303.22880018502474,False,False,False,False
dual_center,8101,rain_down_water_high,OD02,never,0.530195263025162,0.5301398972712251,0,0,1,234.12940045818686,False,False,False,False
dual_center,8101,rain_down_water_high,OD02,always,0.530195263025162,0.5301398972712251,11,0,12,445.8365999162197,False,False,False,False
dual_center,8101,rain_down_water_high,OD02,triggered,0.530195263025162,0.5301398972712251,1,0,2,254.42470016423613,False,False,False,False
dual_center,8101,water_delay,OD01,never,0.4977253324412267,0.4987301313225057,0,0,1,266.57219999469817,False,False,False,False
dual_center,8101,water_delay,OD01,always,0.49925985425088104,0.4987301313225057,11,1,12,701.7835002625361,False,False,True,False
dual_center,8101,water_delay,OD01,triggered,0.4977253324412267,0.4987301313225057,1,0,2,302.70489992108196,False,False,False,False
dual_center,8101,water_delay,OD02,never,0.530195263025162,0.5301398972712251,0,0,1,239.53650053590536,False,False,False,False
dual_center,8101,water_delay,OD02,always,0.530195263025162,0.5301398972712251,11,0,12,448.2764999847859,False,False,False,False
dual_center,8101,water_delay,OD02,triggered,0.530195263025162,0.5301398972712251,1,0,2,256.7485002800822,False,False,False,False
dual_center,8101,water_block_missing,OD01,never,0.4977253324412267,0.4987301313225057,0,0,1,265.96699992660433,False,False,False,False
dual_center,8101,water_block_missing,OD01,always,0.5062416635537564,0.4987301313225057,11,2,12,699.6988999890164,False,False,True,False
dual_center,8101,water_block_missing,OD01,triggered,0.4977253324412267,0.4987301313225057,1,0,2,303.4681002609432,False,False,False,False
dual_center,8101,water_block_missing,OD02,never,0.530195263025162,0.5301398972712251,0,0,1,235.06709991488606,False,False,False,False
dual_center,8101,water_block_missing,OD02,always,0.530195263025162,0.5301398972712251,11,0,12,434.8079999908805,False,False,False,False
dual_center,8101,water_block_missing,OD02,triggered,0.530195263025162,0.5301398972712251,1,0,2,251.37299997732043,False,False,False,False
dual_center,8101,water_recovery,OD01,never,0.4977253324412267,0.4987301313225057,0,0,1,264.12779989186674,False,False,False,False
dual_center,8101,water_recovery,OD01,always,0.5062416635537564,0.4987301313225057,11,2,12,704.4674993958324,False,False,True,False
dual_center,8101,water_recovery,OD01,triggered,0.4977253324412267,0.4987301313225057,1,0,2,302.6546996552497,False,False,False,False
dual_center,8101,water_recovery,OD02,never,0.530195263025162,0.5301398972712251,0,0,1,241.563499905169,False,False,False,False
dual_center,8101,water_recovery,OD02,always,0.530195263025162,0.5301398972712251,11,0,12,453.29810003750026,False,False,False,False
dual_center,8101,water_recovery,OD02,triggered,0.530195263025162,0.5301398972712251,1,0,2,256.6753999562934,False,False,False,False
dual_center,8101,water_stale_rain_fresh,OD01,never,0.4977253324412267,0.4987301313225057,0,0,1,267.7545996848494,False,False,False,False
dual_center,8101,water_stale_rain_fresh,OD01,always,0.49925985425088104,0.4987301313225057,11,1,12,704.4705998850986,False,False,True,False
dual_center,8101,water_stale_rain_fresh,OD01,triggered,0.4977253324412267,0.4987301313225057,1,0,2,304.72340004052967,False,False,False,False
dual_center,8101,water_stale_rain_fresh,OD02,never,0.530195263025162,0.5301398972712251,0,0,1,247.33980023302138,False,False,False,False
dual_center,8101,water_stale_rain_fresh,OD02,always,0.530195263025162,0.5301398972712251,11,0,12,459.8995002452284,False,False,False,False
dual_center,8101,water_stale_rain_fresh,OD02,triggered,0.530195263025162,0.5301398972712251,1,0,2,263.87909974437207,False,False,False,False
dual_center,8101,rain_stale_water_fresh,OD01,never,0.5385752306439283,0.4984763382236954,0,0,1,265.1161998510361,False,False,False,False
dual_center,8101,rain_stale_water_fresh,OD01,always,0.51491332215445,0.4984763382236954,11,1,12,692.1113000717014,False,False,False,False
dual_center,8101,rain_stale_water_fresh,OD01,triggered,0.5385752306439283,0.4984763382236954,1,0,2,300.66300032194704,True,False,False,False
dual_center,8101,rain_stale_water_fresh,OD02,never,0.5299539364988906,0.5301397578928163,0,0,1,234.72529998980463,False,False,False,False
dual_center,8101,rain_stale_water_fresh,OD02,always,0.5301583896809695,0.5301397578928163,11,1,12,436.8621996836737,False,False,True,False
dual_center,8101,rain_stale_water_fresh,OD02,triggered,0.5299539364988906,0.5301397578928163,1,0,2,253.38859972544014,False,False,False,False
dual_center,8101,source_disagreement,OD01,never,0.4977253324412267,0.4987301313225057,0,0,1,268.0519000859931,False,False,False,False
dual_center,8101,source_disagreement,OD01,always,0.5062416635537564,0.4987301313225057,11,2,12,709.8544999025762,False,False,True,False
dual_center,8101,source_disagreement,OD01,triggered,0.4977253324412267,0.4987301313225057,1,0,2,308.8407999603078,False,False,False,False
dual_center,8101,source_disagreement,OD02,never,0.530195263025162,0.5301398972712251,0,0,1,241.07030034065247,False,False,False,False
dual_center,8101,source_disagreement,OD02,always,0.530195263025162,0.5301398972712251,11,0,12,446.8489002902061,False,False,False,False
dual_center,8101,source_disagreement,OD02,triggered,0.530195263025162,0.5301398972712251,1,0,2,260.3069001343101,False,False,False,False
dual_center,8106,rain_down_water_high,OD01,never,0.4963765982119705,0.497377903945587,0,0,1,271.77829993888736,False,False,False,False
dual_center,8106,rain_down_water_high,OD01,always,0.5024450684591958,0.497377903945587,11,2,12,716.6940000606701,False,False,True,False
dual_center,8106,rain_down_water_high,OD01,triggered,0.4963765982119705,0.497377903945587,1,0,2,311.94730021525174,False,False,False,False
dual_center,8106,rain_down_water_high,OD02,never,0.5346421698135632,0.5345869969667351,0,0,1,234.7809000639245,False,False,False,False
dual_center,8106,rain_down_water_high,OD02,always,0.5346421698135632,0.5345869969667351,11,0,12,438.82190017029643,False,False,False,False
dual_center,8106,rain_down_water_high,OD02,triggered,0.5346421698135632,0.5345869969667351,1,0,2,252.26430024486035,False,False,False,False
dual_center,8106,water_delay,OD01,never,0.4963765982119705,0.497377903945587,0,0,1,280.8853997848928,False,False,False,False
dual_center,8106,water_delay,OD01,always,0.4979029135704856,0.497377903945587,11,1,12,717.9745002649724,False,False,True,False
dual_center,8106,water_delay,OD01,triggered,0.4963765982119705,0.497377903945587,1,0,2,328.1135002616793,False,False,False,False
dual_center,8106,water_delay,OD02,never,0.5346421698135632,0.5345869969667351,0,0,1,234.18810043949634,False,False,False,False
dual_center,8106,water_delay,OD02,always,0.5346421698135632,0.5345869969667351,11,0,12,435.25760050397366,False,False,False,False
dual_center,8106,water_delay,OD02,triggered,0.5346421698135632,0.5345869969667351,1,0,2,252.9388003749773,False,False,False,False
dual_center,8106,water_block_missing,OD01,never,0.4963765982119705,0.497377903945587,0,0,1,266.238100011833,False,False,False,False
dual_center,8106,water_block_missing,OD01,always,0.5024450684591958,0.497377903945587,11,2,12,694.459900027141,False,False,True,False
dual_center,8106,water_block_missing,OD01,triggered,0.4963765982119705,0.497377903945587,1,0,2,299.63980009779334,False,False,False,False
dual_center,8106,water_block_missing,OD02,never,0.5346421698135632,0.5345869969667351,0,0,1,235.38379976525903,False,False,False,False
dual_center,8106,water_block_missing,OD02,always,0.5346421698135632,0.5345869969667351,11,0,12,445.6796998856589,False,False,False,False
dual_center,8106,water_block_missing,OD02,triggered,0.5346421698135632,0.5345869969667351,1,0,2,251.8383003771305,False,False,False,False
dual_center,8106,water_recovery,OD01,never,0.4963765982119705,0.497377903945587,0,0,1,262.59259949438274,False,False,False,False
dual_center,8106,water_recovery,OD01,always,0.5024450684591958,0.497377903945587,11,2,12,698.4213002724573,False,False,True,False
dual_center,8106,water_recovery,OD01,triggered,0.4963765982119705,0.497377903945587,1,0,2,301.8697998486459,False,False,False,False
dual_center,8106,water_recovery,OD02,never,0.5346421698135632,0.5345869969667351,0,0,1,238.83150005713105,False,False,False,False
dual_center,8106,water_recovery,OD02,always,0.5346421698135632,0.5345869969667351,11,0,12,447.33539957087487,False,False,False,False
dual_center,8106,water_recovery,OD02,triggered,0.5346421698135632,0.5345869969667351,1,0,2,253.2445000251755,False,False,False,False
dual_center,8106,water_stale_rain_fresh,OD01,never,0.4963765982119705,0.497377903945587,0,0,1,266.2682000081986,False,False,False,False
dual_center,8106,water_stale_rain_fresh,OD01,always,0.4979029135704856,0.497377903945587,11,1,12,701.1971002211794,False,False,True,False
dual_center,8106,water_stale_rain_fresh,OD01,triggered,0.4963765982119705,0.497377903945587,1,0,2,304.82189997565,False,False,False,False
dual_center,8106,water_stale_rain_fresh,OD02,never,0.5346421698135632,0.5345869969667351,0,0,1,240.11769995559007,False,False,False,False
dual_center,8106,water_stale_rain_fresh,OD02,always,0.5346421698135632,0.5345869969667351,11,0,12,445.7572001265362,False,False,False,False
dual_center,8106,water_stale_rain_fresh,OD02,triggered,0.5346421698135632,0.5345869969667351,1,0,2,258.35479982197285,False,False,False,False
dual_center,8106,rain_stale_water_fresh,OD01,never,0.5394425450734905,0.4971279225666714,0,0,1,261.15990011021495,False,False,False,False
dual_center,8106,rain_stale_water_fresh,OD01,always,0.5142975957594927,0.4971279225666714,11,1,12,692.4472993705422,False,False,False,False
dual_center,8106,rain_stale_water_fresh,OD01,triggered,0.5394425450734905,0.4971279225666714,1,0,2,300.3367998171598,True,False,False,False
dual_center,8106,rain_stale_water_fresh,OD02,never,0.5344011746241316,0.5345873611527137,0,0,1,250.91029983013868,False,False,False,False
dual_center,8106,rain_stale_water_fresh,OD02,always,0.5346053739171167,0.5345873611527137,11,1,12,465.11619980446994,False,False,True,False
dual_center,8106,rain_stale_water_fresh,OD02,triggered,0.5344011746241316,0.5345873611527137,1,0,2,266.56149979680777,False,False,False,False
dual_center,8106,source_disagreement,OD01,never,0.4963765982119705,0.497377903945587,0,0,1,260.1265001576394,False,False,False,False
dual_center,8106,source_disagreement,OD01,always,0.5024450684591958,0.497377903945587,11,2,12,696.954499813728,False,False,True,False
dual_center,8106,source_disagreement,OD01,triggered,0.4963765982119705,0.497377903945587,1,0,2,301.7739001661539,False,False,False,False
dual_center,8106,source_disagreement,OD02,never,0.5346421698135632,0.5345869969667351,0,0,1,245.8169999299571,False,False,False,False
dual_center,8106,source_disagreement,OD02,always,0.5346421698135632,0.5345869969667351,11,0,12,466.0541000775993,False,False,False,False
dual_center,8106,source_disagreement,OD02,triggered,0.5346421698135632,0.5345869969667351,1,0,2,266.445699846372,False,False,False,False
dual_center,8112,rain_down_water_high,OD01,never,0.49628864320002936,0.49728957811494595,0,0,1,265.6334999483079,False,False,False,False
dual_center,8112,rain_down_water_high,OD01,always,0.5048973399541647,0.49728957811494595,11,2,12,706.5761997364461,False,False,True,False
dual_center,8112,rain_down_water_high,OD01,triggered,0.49628864320002936,0.49728957811494595,1,0,2,299.8411998851225,False,False,False,False
dual_center,8112,rain_down_water_high,OD02,never,0.5314500613692541,0.531395186407266,0,0,1,230.56169936899096,False,False,False,False
dual_center,8112,rain_down_water_high,OD02,always,0.5314500613692541,0.531395186407266,11,0,12,436.94409960880876,False,False,False,False
dual_center,8112,rain_down_water_high,OD02,triggered,0.5314500613692541,0.531395186407266,1,0,2,247.95079964678735,False,False,False,False
dual_center,8112,water_delay,OD01,never,0.49628864320002936,0.49728957811494595,0,0,1,270.84010012913495,False,False,False,False
dual_center,8112,water_delay,OD01,always,0.49781591789508445,0.49728957811494595,11,1,12,704.6754998154938,False,False,True,False
dual_center,8112,water_delay,OD01,triggered,0.49628864320002936,0.49728957811494595,1,0,2,307.1875998284668,False,False,False,False
