scenario_family,seed,od_id,decision_step,condition_id,policy,failure_type,difference,stress_case
anisotropic_band,8110,OD04,4.0,C02,main,multisource_worse_than_rain_only,0.010863889868997167,
anisotropic_band,8110,OD04,4.0,C03,main,trusted_worse_than_naive,0.010863889868997167,
anisotropic_band,8110,OD04,4.0,C04,main,multisource_worse_than_rain_only,0.010863889868997167,
anisotropic_band,8110,OD04,4.0,C05,main,multisource_worse_than_rain_only,0.010863889868997167,
anisotropic_band,8110,OD04,4.0,C06,main,trusted_worse_than_naive,0.010863889868997167,
anisotropic_band,8111,OD01,4.0,C00,main,trusted_worse_than_naive,0.026310019973888876,
anisotropic_band,8111,OD01,4.0,C01,main,trusted_worse_than_naive,0.026310019973888876,
anisotropic_band,8111,OD01,4.0,C02,main,trusted_worse_than_naive,0.026310019973888876,
anisotropic_band,8111,OD01,4.0,C04,main,trusted_worse_than_naive,0.026310019973888876,
anisotropic_band,8111,OD01,4.0,C05,main,trusted_worse_than_naive,0.026310019973888876,
anisotropic_band,8111,OD01,4.0,C06,main,trusted_worse_than_naive,0.026310019973888876,
anisotropic_band,8111,OD01,4.0,C07,main,trusted_worse_than_naive,0.026310019973888876,
anisotropic_band,8111,OD03,8.0,C00,main,multisource_worse_than_rain_only,0.011632516289186434,
anisotropic_band,8111,OD03,8.0,C01,main,multisource_worse_than_rain_only,0.011632516289186434,
anisotropic_band,8111,OD03,8.0,C02,main,multisource_worse_than_rain_only,0.011632516289186434,
anisotropic_band,8111,OD03,8.0,C03,main,multisource_worse_than_rain_only,0.011632516289186434,
anisotropic_band,8111,OD03,8.0,C04,main,multisource_worse_than_rain_only,0.011632516289186434,
anisotropic_band,8111,OD03,8.0,C05,main,multisource_worse_than_rain_only,0.011632516289186434,
anisotropic_band,8111,OD03,8.0,C06,main,multisource_worse_than_rain_only,0.011632516289186434,
anisotropic_band,8111,OD03,8.0,C07,main,multisource_worse_than_rain_only,0.011632516289186434,
anisotropic_band,8111,OD04,4.0,C01,main,multisource_worse_than_rain_only,0.010783187856381604,
anisotropic_band,8111,OD04,4.0,C02,main,multisource_worse_than_rain_only,0.010783187856381604,
anisotropic_band,8111,OD04,4.0,C03,main,trusted_worse_than_naive,0.010783187856381604,
anisotropic_band,8111,OD04,4.0,C04,main,multisource_worse_than_rain_only,0.010783187856381604,
anisotropic_band,8111,OD04,4.0,C05,main,multisource_worse_than_rain_only,0.010783187856381604,
anisotropic_band,8111,OD04,4.0,C07,main,multisource_worse_than_rain_only,0.010783187856381604,
anisotropic_band,8112,OD01,4.0,C00,main,trusted_worse_than_naive,0.02522891898616325,
anisotropic_band,8112,OD01,4.0,C01,main,trusted_worse_than_naive,0.02522891898616325,
anisotropic_band,8112,OD01,4.0,C02,main,trusted_worse_than_naive,0.02522891898616325,
anisotropic_band,8112,OD01,4.0,C03,main,trusted_worse_than_naive,0.02522891898616325,
anisotropic_band,8112,OD01,4.0,C04,main,trusted_worse_than_naive,0.02522891898616325,
anisotropic_band,8112,OD01,4.0,C05,main,trusted_worse_than_naive,0.02522891898616325,
anisotropic_band,8112,OD01,4.0,C07,main,trusted_worse_than_naive,0.02522891898616325,
anisotropic_band,8112,OD03,8.0,C00,main,multisource_worse_than_rain_only,0.011491994924861804,
anisotropic_band,8112,OD03,8.0,C01,main,multisource_worse_than_rain_only,0.011491994924861804,
anisotropic_band,8112,OD03,8.0,C02,main,multisource_worse_than_rain_only,0.011491994924861804,
anisotropic_band,8112,OD03,8.0,C03,main,multisource_worse_than_rain_only,0.011491994924861804,
anisotropic_band,8112,OD03,8.0,C04,main,multisource_worse_than_rain_only,0.011491994924861804,
anisotropic_band,8112,OD03,8.0,C05,main,multisource_worse_than_rain_only,0.011491994924861804,
anisotropic_band,8112,OD03,8.0,C06,main,multisource_worse_than_rain_only,0.011491994924861804,
anisotropic_band,8112,OD03,8.0,C07,main,multisource_worse_than_rain_only,0.011491994924861804,
anisotropic_band,8112,OD04,4.0,C06,main,multisource_worse_than_rain_only,0.010127223103597371,
anisotropic_band,8112,OD04,4.0,C07,main,multisource_worse_than_rain_only,0.010127223103597371,
anisotropic_band,8112,OD08,4.0,C00,main,multisource_worse_than_rain_only,0.0299083917043364,
anisotropic_band,8112,OD08,4.0,C01,main,multisource_worse_than_rain_only,0.0299083917043364,
anisotropic_band,8112,OD08,4.0,C02,main,multisource_worse_than_rain_only,0.0299083917043364,
anisotropic_band,8112,OD08,4.0,C03,main,multisource_worse_than_rain_only,0.0299083917043364,
anisotropic_band,8112,OD08,4.0,C04,main,multisource_worse_than_rain_only,0.0299083917043364,
anisotropic_band,8112,OD08,4.0,C05,main,multisource_worse_than_rain_only,0.0299083917043364,
anisotropic_band,8112,OD08,4.0,C06,main,multisource_worse_than_rain_only,0.0299083917043364,
anisotropic_band,8112,OD08,4.0,C07,main,multisource_worse_than_rain_only,0.0299083917043364,
dual_center,8101,OD03,4.0,C00,main,multisource_worse_than_rain_only,0.030254574431541836,
dual_center,8101,OD03,4.0,C01,main,multisource_worse_than_rain_only,0.030254574431541836,
dual_center,8101,OD03,4.0,C02,main,multisource_worse_than_rain_only,0.030254574431541836,
dual_center,8101,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.030254574431541836,
dual_center,8101,OD03,4.0,C04,main,trusted_worse_than_naive,0.029672440835271652,
dual_center,8101,OD03,4.0,C05,main,multisource_worse_than_rain_only,0.030254574431541836,
dual_center,8101,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.030254574431541836,
dual_center,8101,OD03,4.0,C07,main,multisource_worse_than_rain_only,0.030254574431541836,
dual_center,8101,OD04,8.0,C00,main,trusted_worse_than_naive,0.012909154156345914,
dual_center,8101,OD04,8.0,C01,main,trusted_worse_than_naive,0.012909154156345914,
dual_center,8101,OD04,8.0,C04,main,trusted_worse_than_naive,0.012909154156345914,
dual_center,8101,OD04,8.0,C07,main,trusted_worse_than_naive,0.012909154156345914,
dual_center,8101,OD07,8.0,C00,main,trusted_worse_than_naive,0.019242001479957804,
dual_center,8101,OD07,8.0,C01,main,trusted_worse_than_naive,0.01982695313906646,
dual_center,8101,OD07,8.0,C02,main,trusted_worse_than_naive,0.01982695313906646,
dual_center,8101,OD07,8.0,C03,main,trusted_worse_than_naive,0.01982695313906646,
dual_center,8101,OD07,8.0,C04,main,trusted_worse_than_naive,0.01982695313906646,
dual_center,8101,OD07,8.0,C05,main,trusted_worse_than_naive,0.01982695313906646,
dual_center,8101,OD07,8.0,C06,main,trusted_worse_than_naive,0.01982695313906646,
dual_center,8101,OD07,8.0,C07,main,trusted_worse_than_naive,0.01982695313906646,
dual_center,8102,OD03,4.0,C00,main,multisource_worse_than_rain_only,0.03035084556546197,
dual_center,8102,OD03,4.0,C01,main,multisource_worse_than_rain_only,0.03035084556546197,
dual_center,8102,OD03,4.0,C02,main,multisource_worse_than_rain_only,0.03035084556546197,
dual_center,8102,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.03035084556546197,
dual_center,8102,OD03,4.0,C04,main,multisource_worse_than_rain_only,0.03035084556546197,
dual_center,8102,OD03,4.0,C05,main,multisource_worse_than_rain_only,0.03035084556546197,
dual_center,8102,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.03035084556546197,
dual_center,8102,OD03,4.0,C07,main,multisource_worse_than_rain_only,0.03035084556546197,
dual_center,8102,OD04,8.0,C00,main,trusted_worse_than_naive,0.01221801179841886,
dual_center,8102,OD04,8.0,C01,main,trusted_worse_than_naive,0.01221801179841886,
dual_center,8102,OD04,8.0,C02,main,trusted_worse_than_naive,0.01221801179841886,
dual_center,8102,OD04,8.0,C04,main,trusted_worse_than_naive,0.01221801179841886,
dual_center,8102,OD04,8.0,C07,main,trusted_worse_than_naive,0.01221801179841886,
dual_center,8102,OD07,8.0,C00,main,trusted_worse_than_naive,0.01850286698894643,
dual_center,8102,OD07,8.0,C01,main,trusted_worse_than_naive,0.01908794475355491,
dual_center,8102,OD07,8.0,C02,main,trusted_worse_than_naive,0.01908794475355491,
dual_center,8102,OD07,8.0,C03,main,trusted_worse_than_naive,0.01908794475355491,
dual_center,8102,OD07,8.0,C04,main,trusted_worse_than_naive,0.01908794475355491,
dual_center,8102,OD07,8.0,C05,main,trusted_worse_than_naive,0.01908794475355491,
dual_center,8102,OD07,8.0,C06,main,trusted_worse_than_naive,0.01908794475355491,
dual_center,8102,OD07,8.0,C07,main,trusted_worse_than_naive,0.01908794475355491,
dual_center,8103,OD03,4.0,C00,main,multisource_worse_than_rain_only,0.02968904082497098,
dual_center,8103,OD03,4.0,C01,main,multisource_worse_than_rain_only,0.02968904082497098,
dual_center,8103,OD03,4.0,C02,main,multisource_worse_than_rain_only,0.02968904082497098,
dual_center,8103,OD03,4.0,C03,main,multisource_worse_than_rain_only,0.02968904082497098,
dual_center,8103,OD03,4.0,C04,main,multisource_worse_than_rain_only,0.02968904082497098,
dual_center,8103,OD03,4.0,C05,main,multisource_worse_than_rain_only,0.02968904082497098,
dual_center,8103,OD03,4.0,C06,main,multisource_worse_than_rain_only,0.02968904082497098,
dual_center,8103,OD03,4.0,C07,main,multisource_worse_than_rain_only,0.02968904082497098,
dual_center,8103,OD04,8.0,C00,main,trusted_worse_than_naive,0.013698929644314906,
dual_center,8103,OD04,8.0,C01,main,trusted_worse_than_naive,0.013698929644314906,
dual_center,8103,OD04,8.0,C04,main,trusted_worse_than_naive,0.013698929644314906,
dual_center,8103,OD07,8.0,C00,main,trusted_worse_than_naive,0.019210608207654745,
dual_center,8103,OD07,8.0,C01,main,trusted_worse_than_naive,0.01979496709030082,
dual_center,8103,OD07,8.0,C02,main,trusted_worse_than_naive,0.01979496709030082,
dual_center,8103,OD07,8.0,C03,main,trusted_worse_than_naive,0.01979496709030082,
dual_center,8103,OD07,8.0,C04,main,trusted_worse_than_naive,0.01979496709030082,
dual_center,8103,OD07,8.0,C05,main,trusted_worse_than_naive,0.01979496709030082,
dual_center,8103,OD07,8.0,C06,main,trusted_worse_than_naive,0.01979496709030082,
dual_center,8103,OD07,8.0,C07,main,trusted_worse_than_naive,0.01979496709030082,
dual_center,8104,OD03,4.0,C00,main,multisource_worse_than_rain_only,0.029964596010371214,
dual_center,8104,OD03,4.0,C01,main,multisource_worse_than_rain_only,0.029964596010371214,
dual_center,8104,OD03,4.0,C02,main,multisource_worse_than_rain_only,0.029964596010371214,
