scenario_family,seed,comparison,mean_difference
anisotropic_band,8111,source_specific-minus-rain,0.0040940295964473905
anisotropic_band,8112,perfect_water-reference_minus-rain,0.0023260726125575726
anisotropic_band,8112,naive_async-minus-rain,0.0036729963293009593
anisotropic_band,8112,uncertainty-minus-naive,0.0022098214540223204
anisotropic_band,8112,universal_tau-minus-uncertainty,9.380156279953367e-05
anisotropic_band,8112,source_specific-minus-universal,-7.938495164339088e-05
anisotropic_band,8112,source_specific-minus-rain,0.0058972343944794225
dual_center,8101,perfect_water-reference_minus-rain,0.00011983473166921055
dual_center,8101,naive_async-minus-rain,0.0020509246048222574
dual_center,8101,uncertainty-minus-naive,0.0003937754537289284
dual_center,8101,universal_tau-minus-uncertainty,0.0015477322068518928
dual_center,8101,source_specific-minus-universal,-0.00019332220245521503
dual_center,8101,source_specific-minus-rain,0.0037991100629478636
dual_center,8102,perfect_water-reference_minus-rain,0.00027392465984865666
dual_center,8102,naive_async-minus-rain,0.0021781279441713264
dual_center,8102,uncertainty-minus-naive,0.0010981932900499536
dual_center,8102,universal_tau-minus-uncertainty,0.0006563313760185041
dual_center,8102,source_specific-minus-universal,-0.00020356603765575576
dual_center,8102,source_specific-minus-rain,0.0037290865725840283
dual_center,8103,perfect_water-reference_minus-rain,0.0002814229138846658
dual_center,8103,naive_async-minus-rain,0.002195736859983033
dual_center,8103,uncertainty-minus-naive,8.561398412004761e-05
dual_center,8103,universal_tau-minus-uncertainty,0.0013231495640089186
dual_center,8103,source_specific-minus-universal,-3.6121894751939276e-05
dual_center,8103,source_specific-minus-rain,0.00356837851336006
dual_center,8104,perfect_water-reference_minus-rain,0.0002813292495066899
dual_center,8104,naive_async-minus-rain,0.0021554088805164073
dual_center,8104,uncertainty-minus-naive,0.0002566055056709704
dual_center,8104,universal_tau-minus-uncertainty,0.0011603351846457555
dual_center,8104,source_specific-minus-universal,-0.00020348282100024484
dual_center,8104,source_specific-minus-rain,0.0033688667498328884
dual_center,8105,perfect_water-reference_minus-rain,0.0003678512066035977
dual_center,8105,naive_async-minus-rain,0.0021597605679122833
dual_center,8105,uncertainty-minus-naive,0.0004978099200829145
dual_center,8105,universal_tau-minus-uncertainty,0.0012000144688548153
dual_center,8105,source_specific-minus-universal,-0.00018738739451595876
dual_center,8105,source_specific-minus-rain,0.0036701975623340544
dual_center,8106,perfect_water-reference_minus-rain,0.00011839346299552522
dual_center,8106,naive_async-minus-rain,0.0007286327312589491
dual_center,8106,uncertainty-minus-naive,0.0014029719060664747
dual_center,8106,universal_tau-minus-uncertainty,0.0006511023372134384
dual_center,8106,source_specific-minus-universal,4.477919978712608e-05
dual_center,8106,source_specific-minus-rain,0.0028274861743259883
dual_center,8107,perfect_water-reference_minus-rain,0.00016874502236124966
dual_center,8107,naive_async-minus-rain,0.0008068761474201436
dual_center,8107,uncertainty-minus-naive,0.002288800478760955
dual_center,8107,universal_tau-minus-uncertainty,0.0005472761554509153
dual_center,8107,source_specific-minus-universal,-0.00015471469273070637
dual_center,8107,source_specific-minus-rain,0.0034882380889013076
dual_center,8108,perfect_water-reference_minus-rain,0.0002717793226263976
dual_center,8108,naive_async-minus-rain,0.0019668985199187694
dual_center,8108,uncertainty-minus-naive,0.0006194075135812493
dual_center,8108,universal_tau-minus-uncertainty,0.001171403169189289
dual_center,8108,source_specific-minus-universal,-0.0001456559424802828
dual_center,8108,source_specific-minus-rain,0.003612053260209025
dual_center,8109,perfect_water-reference_minus-rain,0.00011942728817249115
dual_center,8109,naive_async-minus-rain,0.0020673585259219918
dual_center,8109,uncertainty-minus-naive,5.307394008946531e-06
dual_center,8109,universal_tau-minus-uncertainty,0.0016089224094046894
dual_center,8109,source_specific-minus-universal,-0.0007977387510770262
dual_center,8109,source_specific-minus-rain,0.0028838495782586016
dual_center,8110,perfect_water-reference_minus-rain,0.00031281622057849345
dual_center,8110,naive_async-minus-rain,0.002213637462704976
dual_center,8110,uncertainty-minus-naive,5.028000570544977e-05
dual_center,8110,universal_tau-minus-uncertainty,0.0007549869092837724
dual_center,8110,source_specific-minus-universal,-0.0003542746114986728
dual_center,8110,source_specific-minus-rain,0.0026646297661955254
dual_center,8111,perfect_water-reference_minus-rain,0.00011975014806636652
dual_center,8111,naive_async-minus-rain,0.0025219325640225
dual_center,8111,uncertainty-minus-naive,0.0004806772387754843
dual_center,8111,universal_tau-minus-uncertainty,0.0010497790882938451
dual_center,8111,source_specific-minus-universal,-6.98961428001188e-05
dual_center,8111,source_specific-minus-rain,0.0039824927482917105
dual_center,8112,perfect_water-reference_minus-rain,0.00021742579117733918
dual_center,8112,naive_async-minus-rain,0.002251669555669633
dual_center,8112,uncertainty-minus-naive,-6.361674681965024e-05
dual_center,8112,universal_tau-minus-uncertainty,0.0006996624900154624
dual_center,8112,source_specific-minus-universal,-0.00023326788407701526
dual_center,8112,source_specific-minus-rain,0.00265444741478843
moving_center,8101,perfect_water-reference_minus-rain,0.0014667280015830397
moving_center,8101,naive_async-minus-rain,0.00728419720112683
moving_center,8101,uncertainty-minus-naive,0.0019666885323909034
moving_center,8101,universal_tau-minus-uncertainty,-6.842847751609149e-05
moving_center,8101,source_specific-minus-universal,0.00013950123225003885
moving_center,8101,source_specific-minus-rain,0.00932195848825168
moving_center,8102,perfect_water-reference_minus-rain,0.001510194724881564
moving_center,8102,naive_async-minus-rain,0.0044356638961243755
moving_center,8102,uncertainty-minus-naive,0.0017108141440014824
moving_center,8102,universal_tau-minus-uncertainty,4.027236542913926e-06
moving_center,8102,source_specific-minus-universal,-3.5219674090203323e-05
moving_center,8102,source_specific-minus-rain,0.0061152856025785685
moving_center,8103,perfect_water-reference_minus-rain,0.0
moving_center,8103,naive_async-minus-rain,0.0025091694943584764
moving_center,8103,uncertainty-minus-naive,0.00209368196490356
moving_center,8103,universal_tau-minus-uncertainty,-5.6961263213362034e-05
moving_center,8103,source_specific-minus-universal,6.152676832288373e-05
moving_center,8103,source_specific-minus-rain,0.004607416964371558
moving_center,8104,perfect_water-reference_minus-rain,0.0
moving_center,8104,naive_async-minus-rain,0.007202859992569088
moving_center,8104,uncertainty-minus-naive,0.0022026661651363133
moving_center,8104,universal_tau-minus-uncertainty,-0.00017313386862244373
moving_center,8104,source_specific-minus-universal,6.062656868283112e-05
moving_center,8104,source_specific-minus-rain,0.009293018857765789
moving_center,8105,perfect_water-reference_minus-rain,-0.00015049812665324236
moving_center,8105,naive_async-minus-rain,0.002495987331935068
moving_center,8105,uncertainty-minus-naive,0.0020051813712816946
moving_center,8105,universal_tau-minus-uncertainty,-6.988796693141452e-05
moving_center,8105,source_specific-minus-universal,0.00015973519401341063
moving_center,8105,source_specific-minus-rain,0.0045910159302987585
moving_center,8106,perfect_water-reference_minus-rain,0.0
moving_center,8106,naive_async-minus-rain,0.007821896874303791
moving_center,8106,uncertainty-minus-naive,0.0016696559975410974
moving_center,8106,universal_tau-minus-uncertainty,0.00012100947604321011
moving_center,8106,source_specific-minus-universal,-7.390729752665415e-05
moving_center,8106,source_specific-minus-rain,0.009538655050361444
moving_center,8107,perfect_water-reference_minus-rain,0.0
moving_center,8107,naive_async-minus-rain,0.007229518731304341
moving_center,8107,uncertainty-minus-naive,0.001983995923673154
moving_center,8107,universal_tau-minus-uncertainty,-3.4327923918442416e-06
moving_center,8107,source_specific-minus-universal,-2.0976504897518566e-06
moving_center,8107,source_specific-minus-rain,0.009207984212095899
moving_center,8108,perfect_water-reference_minus-rain,0.0
moving_center,8108,naive_async-minus-rain,0.004111437691508402
moving_center,8108,uncertainty-minus-naive,0.002070647317124419
moving_center,8108,universal_tau-minus-uncertainty,-0.00012402100476371913
moving_center,8108,source_specific-minus-universal,8.387426279377053e-05
moving_center,8108,source_specific-minus-rain,0.006141938266662872
moving_center,8109,perfect_water-reference_minus-rain,0.0
moving_center,8109,naive_async-minus-rain,0.0077090151635740845
moving_center,8109,uncertainty-minus-naive,0.0015767246719706751
moving_center,8109,universal_tau-minus-uncertainty,6.822522278332466e-05
moving_center,8109,source_specific-minus-universal,4.2915915685115547e-05
moving_center,8109,source_specific-minus-rain,0.0093968809740132
moving_center,8110,perfect_water-reference_minus-rain,0.0
moving_center,8110,naive_async-minus-rain,0.0073793104230089335
moving_center,8110,uncertainty-minus-naive,0.0020604610827316683
moving_center,8110,universal_tau-minus-uncertainty,0.00013524631283473587
moving_center,8110,source_specific-minus-universal,1.467615651951082e-06
moving_center,8110,source_specific-minus-rain,0.009576485434227289
moving_center,8111,perfect_water-reference_minus-rain,0.0
moving_center,8111,naive_async-minus-rain,0.007734619901065776
moving_center,8111,uncertainty-minus-naive,0.0017669109656817117
moving_center,8111,universal_tau-minus-uncertainty,-3.9422433111946376e-05
moving_center,8111,source_specific-minus-universal,4.018781170350705e-05
moving_center,8111,source_specific-minus-rain,0.009502296245339048
moving_center,8112,perfect_water-reference_minus-rain,0.0013559268151728254
moving_center,8112,naive_async-minus-rain,0.007057709206889917
moving_center,8112,uncertainty-minus-naive,0.0021238932589999204
moving_center,8112,universal_tau-minus-uncertainty,0.00011511545994569161
moving_center,8112,source_specific-minus-universal,3.1999892439182887e-06
moving_center,8112,source_specific-minus-rain,0.009299917915079448
