scenario_family,seed,timestamp,min,mean,p95,max,data_type,unit
moving_center,8101,2023-09-07 14:30:00+08:00,0.0,0.08779733628034592,0.2359435111284256,0.32682281732559204,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8101,2023-09-07 14:35:00+08:00,0.0,0.08637075871229172,0.2378721684217453,0.3243204951286316,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8101,2023-09-07 14:40:00+08:00,0.0,0.08504348993301392,0.2396681159734726,0.32231706380844116,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8101,2023-09-07 14:45:00+08:00,0.0,0.08380687236785889,0.23588453233242035,0.3295135200023651,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:00:00+08:00,0.0,0.0,0.0,0.0,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:05:00+08:00,0.0,0.0012029458303004503,0.001854149391874671,0.006525356788188219,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:10:00+08:00,0.0,0.0023462490644305944,0.0036257142201066017,0.012567583471536636,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:15:00+08:00,0.0,0.0034336859825998545,0.005345491226762533,0.018162449821829796,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:20:00+08:00,0.0,0.005097237881273031,0.01142809633165598,0.026552457362413406,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:25:00+08:00,0.0,0.0066831521689891815,0.01709432527422905,0.035619474947452545,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:30:00+08:00,0.0,0.008195958100259304,0.021966569125652313,0.04371640458703041,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:35:00+08:00,0.0,0.011502482928335667,0.034527502954006195,0.05621223896741867,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:40:00+08:00,0.0,0.014660865999758244,0.045365385711193085,0.07173807173967361,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:45:00+08:00,0.0,0.017679039388895035,0.05637621134519577,0.08488041162490845,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:50:00+08:00,0.0,0.022935260087251663,0.06737986207008362,0.10446012020111084,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 12:55:00+08:00,0.0,0.027952810749411583,0.08157534897327423,0.13313829898834229,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:00:00+08:00,0.0,0.032744377851486206,0.09946547448635101,0.15741384029388428,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:05:00+08:00,0.0,0.03890334069728851,0.11360762268304825,0.16663964092731476,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:10:00+08:00,0.0,0.04477227106690407,0.1337355673313141,0.19454628229141235,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:15:00+08:00,0.0,0.05036737024784088,0.15794751048088074,0.223438560962677,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:20:00+08:00,0.0,0.055466458201408386,0.17214587330818176,0.23760728538036346,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:25:00+08:00,0.0,0.06031346321105957,0.18755029141902924,0.26913341879844666,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:30:00+08:00,0.0,0.06492400169372559,0.20424877107143402,0.3038196265697479,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:35:00+08:00,0.0,0.06806308031082153,0.20655182003974915,0.31068065762519836,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:40:00+08:00,0.0,0.07103879749774933,0.22339989244937897,0.31995531916618347,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:45:00+08:00,0.0,0.07386256009340286,0.24634523689746857,0.34956294298171997,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:50:00+08:00,0.0,0.07630670070648193,0.24430780112743378,0.3333131670951843,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 13:55:00+08:00,0.0,0.07862582057714462,0.23904673755168915,0.3339950442314148,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 14:00:00+08:00,0.0,0.08082886040210724,0.2354566603899002,0.35793575644493103,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 14:05:00+08:00,0.0,0.08290384709835052,0.2284054458141327,0.34151366353034973,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 14:10:00+08:00,0.0,0.08488120138645172,0.2245737761259079,0.3377588987350464,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 14:15:00+08:00,0.0,0.08676747977733612,0.22737433016300201,0.35153669118881226,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 14:20:00+08:00,0.0,0.0872073844075203,0.22751103341579437,0.33505845069885254,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 14:25:00+08:00,0.0,0.0876431092619896,0.2278880923986435,0.3196578323841095,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 14:30:00+08:00,0.0,0.08807407319545746,0.23763759434223175,0.32877761125564575,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 14:35:00+08:00,0.0,0.08664097636938095,0.23736019432544708,0.3272762596607208,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 14:40:00+08:00,0.0,0.08530765026807785,0.23862895369529724,0.3258788585662842,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8102,2023-09-07 14:45:00+08:00,0.0,0.08406541496515274,0.23334601521492004,0.33430707454681396,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:00:00+08:00,0.0,0.0,0.0,0.0,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:05:00+08:00,0.0,0.0012027283664792776,0.0018808944150805473,0.006289064418524504,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:10:00+08:00,0.0,0.002345811342820525,0.0036907761823385954,0.012112493626773357,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:15:00+08:00,0.0,0.0034330266062170267,0.005443849600851536,0.01750476285815239,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:20:00+08:00,0.0,0.005098669324070215,0.011667168699204922,0.027453631162643433,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:25:00+08:00,0.0,0.006686572916805744,0.01724734716117382,0.037462081760168076,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:30:00+08:00,0.0,0.00820127036422491,0.022449616342782974,0.04602467641234398,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:35:00+08:00,0.0,0.011513802222907543,0.03443827107548714,0.05720841884613037,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:40:00+08:00,0.0,0.014677958562970161,0.044641751796007156,0.07304637879133224,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:45:00+08:00,0.0,0.017701685428619385,0.05525660514831543,0.0864529237151146,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:50:00+08:00,0.0,0.022943750023841858,0.06747777760028839,0.10120892524719238,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 12:55:00+08:00,0.0,0.027947833761572838,0.08238416910171509,0.12812235951423645,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:00:00+08:00,0.0,0.03272658586502075,0.0999412015080452,0.15141427516937256,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:05:00+08:00,0.0,0.03883275389671326,0.11311616003513336,0.16749601066112518,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:10:00+08:00,0.0,0.04465141519904137,0.13259287178516388,0.19051159918308258,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:15:00+08:00,0.0,0.050198618322610855,0.15759748220443726,0.21401147544384003,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:20:00+08:00,0.0,0.055269088596105576,0.16912449896335602,0.23743152618408203,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:25:00+08:00,0.0,0.06008885055780411,0.18401691317558289,0.2713581621646881,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:30:00+08:00,0.0,0.06467347592115402,0.20050176978111267,0.3064919412136078,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:35:00+08:00,0.0,0.06781799346208572,0.20474903285503387,0.31436723470687866,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:40:00+08:00,0.0,0.07079879939556122,0.22060059010982513,0.3210810422897339,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:45:00+08:00,0.0,0.07362730801105499,0.24196885526180267,0.34886032342910767,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:50:00+08:00,0.0,0.07610002160072327,0.24238356947898865,0.33176735043525696,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 13:55:00+08:00,0.0,0.07844626903533936,0.2375815063714981,0.3370220363140106,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 14:00:00+08:00,0.0,0.08067507296800613,0.23504114151000977,0.3606231212615967,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 14:05:00+08:00,0.0,0.08276171237230301,0.22851304709911346,0.345051109790802,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 14:10:00+08:00,0.0,0.08475051075220108,0.22411638498306274,0.3397177755832672,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 14:15:00+08:00,0.0,0.08664803206920624,0.22306925058364868,0.34748396277427673,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 14:20:00+08:00,0.0,0.08709820359945297,0.2278147041797638,0.3311002850532532,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 14:25:00+08:00,0.0,0.08754372596740723,0.22528314590454102,0.31578806042671204,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 14:30:00+08:00,0.0,0.08798400312662125,0.2367234081029892,0.3277681767940521,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 14:35:00+08:00,0.0,0.08657132089138031,0.23976269364356995,0.32598164677619934,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 14:40:00+08:00,0.0,0.08525758981704712,0.23999328911304474,0.3243188261985779,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8103,2023-09-07 14:45:00+08:00,0.0,0.08403413742780685,0.23591192066669464,0.3313170075416565,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:00:00+08:00,0.0,0.0,0.0,0.0,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:05:00+08:00,0.0,0.0012034688843414187,0.0018586334772408009,0.00649478891864419,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:10:00+08:00,0.0,0.002347288653254509,0.0036198527086526155,0.012508710846304893,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:15:00+08:00,0.0,0.00343523477204144,0.005324136931449175,0.018077367916703224,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:20:00+08:00,0.0,0.005102802999317646,0.011265285313129425,0.026424206793308258,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:25:00+08:00,0.0,0.006692609284073114,0.01705489493906498,0.03590255230665207,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:30:00+08:00,0.0,0.00820918008685112,0.022587036713957787,0.0440710224211216,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:35:00+08:00,0.0,0.011519950814545155,0.0351749062538147,0.05769336223602295,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:40:00+08:00,0.0,0.014682337641716003,0.04598068818449974,0.07195650786161423,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:45:00+08:00,0.0,0.017704296857118607,0.05692284554243088,0.08514295518398285,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:50:00+08:00,0.0,0.022935912013053894,0.06766502559185028,0.1038627028465271,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 12:55:00+08:00,0.0,0.027929674834012985,0.08268102258443832,0.1287408322095871,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:00:00+08:00,0.0,0.03269824758172035,0.10092585533857346,0.15260222554206848,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:05:00+08:00,0.0,0.03878605365753174,0.11369462311267853,0.1735137701034546,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:10:00+08:00,0.0,0.04458703473210335,0.13237588107585907,0.19176742434501648,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:15:00+08:00,0.0,0.05011722445487976,0.1592988520860672,0.22328411042690277,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:20:00+08:00,0.0,0.0551689937710762,0.17234598100185394,0.22629065811634064,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:25:00+08:00,0.0,0.059970926493406296,0.1864354908466339,0.2603655159473419,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:30:00+08:00,0.0,0.06453852355480194,0.20503966510295868,0.30028924345970154,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:35:00+08:00,0.0,0.06766436994075775,0.2074124813079834,0.3058103322982788,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:40:00+08:00,0.0,0.07062768936157227,0.2195114940404892,0.31648558378219604,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:45:00+08:00,0.0,0.073439821600914,0.2370457500219345,0.3466024100780487,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:50:00+08:00,0.0,0.07588864117860794,0.23397889733314514,0.3287237882614136,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 13:55:00+08:00,0.0,0.07821212708950043,0.22899441421031952,0.3359113931655884,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 14:00:00+08:00,0.0,0.08041925728321075,0.22488297522068024,0.3596370816230774,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 14:05:00+08:00,0.0,0.08250994980335236,0.2196587324142456,0.3437531888484955,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 14:10:00+08:00,0.0,0.08450214564800262,0.2149706929922104,0.3396014869213104,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 14:15:00+08:00,0.0,0.08640245348215103,0.2187928706407547,0.3539351224899292,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 14:20:00+08:00,0.0,0.08685123175382614,0.22099566459655762,0.33740007877349854,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 14:25:00+08:00,0.0,0.08729502558708191,0.22206734120845795,0.321946382522583,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 14:30:00+08:00,0.0,0.08773333579301834,0.23320089280605316,0.33014270663261414,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 14:35:00+08:00,0.0,0.08629617840051651,0.23716822266578674,0.32450902462005615,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 14:40:00+08:00,0.0,0.08495914191007614,0.2378687709569931,0.32254424691200256,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8104,2023-09-07 14:45:00+08:00,0.0,0.08371349424123764,0.2331128865480423,0.32812589406967163,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:00:00+08:00,0.0,0.0,0.0,0.0,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:05:00+08:00,0.0,0.0012037531705573201,0.001855512848123908,0.006580437067896128,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:10:00+08:00,0.0,0.0023478264920413494,0.0036201761104166508,0.012673665769398212,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:15:00+08:00,0.0,0.003435998922213912,0.005335438530892134,0.018315758556127548,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:20:00+08:00,0.0,0.005104299169033766,0.01138285268098116,0.026783550158143044,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:25:00+08:00,0.0,0.006694742478430271,0.017235124483704567,0.03601667657494545,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:30:00+08:00,0.0,0.00821186788380146,0.022323504090309143,0.04421398788690567,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:35:00+08:00,0.0,0.011525091715157032,0.03519527241587639,0.0575401745736599,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:40:00+08:00,0.0,0.014689753763377666,0.044938039034605026,0.07300881296396255,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:45:00+08:00,0.0,0.017713820561766624,0.05605136603116989,0.08640777319669724,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:50:00+08:00,0.0,0.022953419014811516,0.06841271370649338,0.10044009238481522,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 12:55:00+08:00,0.0,0.027954718098044395,0.08288095146417618,0.12557503581047058,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:00:00+08:00,0.0,0.03273041173815727,0.10199794918298721,0.1525997519493103,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:05:00+08:00,0.0,0.03883514925837517,0.11412330716848373,0.17351093888282776,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:10:00+08:00,0.0,0.04465194791555405,0.1307227462530136,0.19608929753303528,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:15:00+08:00,0.0,0.05019693076610565,0.1562642902135849,0.22012749314308167,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:20:00+08:00,0.0,0.055287666618824005,0.17086143791675568,0.22141620516777039,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:25:00+08:00,0.0,0.06012645736336708,0.1856735348701477,0.26351940631866455,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:30:00+08:00,0.0,0.06472892314195633,0.2021011859178543,0.302977979183197,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:35:00+08:00,0.0,0.06788016110658646,0.20657218992710114,0.30951955914497375,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:40:00+08:00,0.0,0.07086750864982605,0.22222985327243805,0.3190041184425354,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:45:00+08:00,0.0,0.07370240241289139,0.23479565978050232,0.34875133633613586,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:50:00+08:00,0.0,0.0761786475777626,0.23176763951778412,0.33152756094932556,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 13:55:00+08:00,0.0,0.07852859050035477,0.2282412201166153,0.3325439989566803,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 14:00:00+08:00,0.0,0.08076120913028717,0.22504423558712006,0.3566474914550781,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 14:05:00+08:00,0.0,0.0828624814748764,0.22176384925842285,0.3398178815841675,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 14:10:00+08:00,0.0,0.0848652645945549,0.2215188443660736,0.337356299161911,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 14:15:00+08:00,0.0,0.08677614480257034,0.22342179715633392,0.35101431608200073,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 14:20:00+08:00,0.0,0.08719579875469208,0.22417892515659332,0.3345489203929901,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 14:25:00+08:00,0.0,0.08761254698038101,0.2257596254348755,0.3191603124141693,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 14:30:00+08:00,0.0,0.08802568912506104,0.23856179416179657,0.32861441373825073,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 14:35:00+08:00,0.0,0.08660627901554108,0.23972706496715546,0.32706695795059204,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 14:40:00+08:00,0.0,0.08528602868318558,0.23859184980392456,0.3256266415119171,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8105,2023-09-07 14:45:00+08:00,0.0,0.08405626565217972,0.23541471362113953,0.3376845121383667,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8106,2023-09-07 12:00:00+08:00,0.0,0.0,0.0,0.0,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8106,2023-09-07 12:05:00+08:00,0.0,0.0012035795953124762,0.0018542815232649446,0.006118843797594309,SIMULATED_TRUTH,dimensionless_index_0_1
moving_center,8106,2023-09-07 12:10:00+08:00,0.0,0.0023474516347050667,0.0036179886665195227,0.011784655041992664,SIMULATED_TRUTH,dimensionless_index_0_1
